SEQ='MG'     NUCCHG=16                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  85997457.5   NPRNTI= 3   NPRNTF= 5
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2P6 3S1             (2)0( 0.5)        0.0 
     2          2P6 3P1             (2)1( 0.5)   106188.1 
     3          2P6 3P1             (2)1( 1.5)   107487.4 
     4          2P6 3D1             (2)2( 1.5)   248208.2*
     5          2P6 3D1             (2)2( 2.5)   248376.5*

   IC RESOLVED LEVEL INDEXING           BWNR=  86578705.4   NLVL= 411
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
             3.19E-16  7.55E-16  5.65E-16  2.91E-16  9.23E-17  3.52E-17  1.29E-17  3.34E-18  1.19E-18
   320       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.73E-45  8.60E-30  8.20E-21  4.64E-18
             6.77E-17  1.63E-16  1.23E-16  6.38E-17  2.03E-17  7.74E-18  2.84E-18  7.36E-19  2.62E-19
   321       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.32E-45  1.38E-29  1.32E-20  7.39E-18
             1.07E-16  2.54E-16  1.90E-16  9.82E-17  3.12E-17  1.19E-17  4.36E-18  1.13E-18  4.02E-19
   322       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-45  3.66E-30  3.56E-21  2.02E-18
             2.96E-17  7.14E-17  5.39E-17  2.79E-17  8.86E-18  3.38E-18  1.24E-18  3.21E-19  1.14E-19
   323       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-44  3.23E-29  3.06E-20  1.70E-17
             2.43E-16  5.73E-16  4.27E-16  2.20E-16  6.96E-17  2.65E-17  9.73E-18  2.52E-18  8.97E-19
   324       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.21E-46  3.65E-31  3.45E-22  2.04E-19
             3.21E-18  8.36E-18  6.50E-18  3.42E-18  1.10E-18  4.21E-19  1.55E-19  4.01E-20  1.43E-20
   325       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.02E-47  2.81E-31  2.69E-22  1.59E-19
             2.50E-18  6.48E-18  5.03E-18  2.64E-18  8.49E-19  3.25E-19  1.20E-19  3.10E-20  1.10E-20
   326       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.11E-46  1.88E-30  1.77E-21  9.87E-19
             1.42E-17  3.37E-17  2.52E-17  1.30E-17  4.12E-18  1.57E-18  5.77E-19  1.49E-19  5.32E-20
   327       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.86E-46  2.38E-30  2.22E-21  1.23E-18
             1.77E-17  4.20E-17  3.14E-17  1.62E-17  5.13E-18  1.96E-18  7.18E-19  1.86E-19  6.62E-20
   328       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.56E-45  1.08E-29  1.04E-20  6.52E-18
             1.10E-16  3.05E-16  2.43E-16  1.29E-16  4.18E-17  1.60E-17  5.91E-18  1.53E-18  5.46E-19
   329       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.42E-45  7.57E-30  7.68E-21  5.53E-18
             1.08E-16  3.29E-16  2.71E-16  1.46E-16  4.78E-17  1.84E-17  6.80E-18  1.76E-18  6.29E-19
   330       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.46E-45  1.12E-29  1.13E-20  7.44E-18
             1.32E-16  3.78E-16  3.05E-16  1.63E-16  5.31E-17  2.04E-17  7.52E-18  1.95E-18  6.95E-19
   331       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.20E-46  4.51E-31  5.92E-22  6.25E-19
             1.56E-17  5.43E-17  4.65E-17  2.56E-17  8.44E-18  3.26E-18  1.21E-18  3.13E-19  1.12E-19
   332       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.72E-45  1.19E-29  1.17E-20  7.24E-18
             1.19E-16  3.24E-16  2.56E-16  1.36E-16  4.38E-17  1.68E-17  6.18E-18  1.60E-18  5.71E-19
   333       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.04E-45  3.33E-30  3.21E-21  1.88E-18
             2.86E-17  7.24E-17  5.57E-17  2.91E-17  9.31E-18  3.56E-18  1.31E-18  3.39E-19  1.21E-19
   334       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.61E-46  5.69E-31  7.00E-22  6.72E-19
             1.59E-17  5.43E-17  4.62E-17  2.54E-17  8.36E-18  3.23E-18  1.19E-18  3.10E-19  1.10E-19
   335       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.93E-45  6.13E-30  5.89E-21  3.39E-18
             5.09E-17  1.26E-16  9.64E-17  5.02E-17  1.60E-17  6.12E-18  2.25E-18  5.83E-19  2.08E-19
   336       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.80E-45  1.11E-29  1.03E-20  5.91E-18
             8.93E-17  2.24E-16  1.72E-16  8.98E-17  2.87E-17  1.10E-17  4.04E-18  1.05E-18  3.73E-19
   337       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.14E-47  2.90E-31  2.80E-22  1.65E-19
             2.55E-18  6.54E-18  5.06E-18  2.65E-18  8.51E-19  3.26E-19  1.20E-19  3.10E-20  1.11E-20
   338       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-46  3.46E-31  3.33E-22  1.97E-19
             3.06E-18  7.86E-18  6.08E-18  3.19E-18  1.02E-18  3.92E-19  1.44E-19  3.73E-20  1.33E-20
   339       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.68E-46  1.22E-30  1.21E-21  7.28E-19
             1.15E-17  2.99E-17  2.33E-17  1.22E-17  3.93E-18  1.51E-18  5.54E-19  1.44E-19  5.12E-20
   340       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.16E-47  9.96E-32  9.68E-23  5.69E-20
             8.75E-19  2.23E-18  1.72E-18  8.98E-19  2.88E-19  1.10E-19  4.05E-20  1.05E-20  3.74E-21
   341       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.53E-47  8.16E-32  7.98E-23  4.67E-20
             7.12E-19  1.80E-18  1.38E-18  7.22E-19  2.31E-19  8.83E-20  3.25E-20  8.41E-21  3.00E-21
   342       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.20E-46  7.43E-31  7.49E-22  4.50E-19
             7.05E-18  1.83E-17  1.42E-17  7.44E-18  2.39E-18  9.15E-19  3.36E-19  8.72E-20  3.11E-20
   343       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.34E-45  6.57E-30  5.90E-21  3.23E-18
             4.57E-17  1.07E-16  7.96E-17  4.09E-17  1.29E-17  4.93E-18  1.81E-18  4.68E-19  1.67E-19
   344       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.21E-45  7.10E-30  6.84E-21  3.88E-18
             5.70E-17  1.38E-16  1.04E-16  5.41E-17  1.72E-17  6.57E-18  2.41E-18  6.25E-19  2.23E-19
   345       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.70E-46  5.46E-31  5.28E-22  3.02E-19
             4.46E-18  1.09E-17  8.27E-18  4.29E-18  1.37E-18  5.22E-19  1.92E-19  4.96E-20  1.77E-20
   346       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.47E-46  4.74E-31  4.58E-22  2.62E-19
             3.86E-18  9.44E-18  7.16E-18  3.71E-18  1.18E-18  4.51E-19  1.66E-19  4.29E-20  1.53E-20
   347       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.56E-45  4.97E-30  4.79E-21  2.75E-18
             4.10E-17  1.01E-16  7.71E-17  4.01E-17  1.28E-17  4.88E-18  1.79E-18  4.65E-19  1.66E-19
   348       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.74E-48  7.48E-33  6.75E-24  3.70E-21
             5.19E-20  1.20E-19  8.90E-20  4.56E-20  1.44E-20  5.48E-21  2.01E-21  5.20E-22  1.85E-22
   349       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.57E-48  2.02E-32  1.68E-23  9.19E-21
             1.34E-19  3.24E-19  2.45E-19  1.27E-19  4.04E-20  1.54E-20  5.67E-21  1.47E-21  5.23E-22
   350       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.90E-47  2.84E-31  2.95E-22  1.68E-19
             2.40E-18  5.58E-18  4.13E-18  2.12E-18  6.69E-19  2.55E-19  9.34E-20  2.42E-20  8.60E-21
   351       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.63E-47  3.33E-31  3.56E-22  2.47E-19
             4.57E-18  1.35E-17  1.09E-17  5.89E-18  1.92E-18  7.37E-19  2.72E-19  7.06E-20  2.52E-20
   352       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.44E-45  1.28E-29  1.18E-20  6.84E-18
             1.04E-16  2.65E-16  2.04E-16  1.07E-16  3.42E-17  1.31E-17  4.81E-18  1.24E-18  4.44E-19
   353       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.94E-45  1.26E-29  1.25E-20  7.97E-18
             1.36E-16  3.81E-16  3.04E-16  1.62E-16  5.25E-17  2.01E-17  7.42E-18  1.93E-18  6.86E-19
   354       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.11E-45  7.53E-30  8.07E-21  5.32E-18
             9.30E-17  2.63E-16  2.11E-16  1.13E-16  3.66E-17  1.40E-17  5.18E-18  1.34E-18  4.79E-19
   355       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-45  1.10E-29  1.14E-20  7.23E-18
             1.20E-16  3.28E-16  2.60E-16  1.38E-16  4.45E-17  1.71E-17  6.28E-18  1.63E-18  5.81E-19
   356       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.16E-46  2.94E-30  3.34E-21  2.64E-18
             5.49E-17  1.75E-16  1.46E-16  7.93E-17  2.60E-17  1.00E-17  3.70E-18  9.61E-19  3.43E-19
   357       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.17E-45  7.72E-30  8.07E-21  4.92E-18
             7.80E-17  2.03E-16  1.58E-16  8.31E-17  2.67E-17  1.02E-17  3.76E-18  9.74E-19  3.47E-19
   358       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.05E-45  7.59E-30  8.26E-21  5.31E-18
             8.95E-17  2.45E-16  1.95E-16  1.03E-16  3.34E-17  1.28E-17  4.72E-18  1.22E-18  4.36E-19
   359       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.02E-48  2.89E-32  9.90E-23  2.31E-19
             7.41E-18  2.84E-17  2.49E-17  1.39E-17  4.61E-18  1.79E-18  6.61E-19  1.72E-19  6.13E-20
   360       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.24E-46  3.26E-30  3.84E-21  2.80E-18
             5.34E-17  1.60E-16  1.31E-16  7.08E-17  2.31E-17  8.89E-18  3.28E-18  8.51E-19  3.03E-19
   361       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.00E-45  7.62E-30  8.41E-21  5.38E-18
             8.94E-17  2.42E-16  1.91E-16  1.01E-16  3.27E-17  1.25E-17  4.62E-18  1.20E-18  4.27E-19
   362       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.71E-46  2.22E-30  2.64E-21  2.05E-18
             4.17E-17  1.31E-16  1.08E-16  5.87E-17  1.92E-17  7.41E-18  2.74E-18  7.10E-19  2.53E-19
   363       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.19E-45  4.44E-30  4.84E-21  2.94E-18
             4.55E-17  1.16E-16  8.89E-17  4.65E-17  1.49E-17  5.68E-18  2.09E-18  5.41E-19  1.93E-19
   364       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.71E-45  1.95E-29  2.75E-20  3.14E-17
             8.16E-16  2.91E-15  2.50E-15  1.38E-15  4.57E-16  1.77E-16  6.53E-17  1.70E-17  6.06E-18
   365       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.50E-45  1.81E-29  2.84E-20  3.95E-17
             1.12E-15  4.13E-15  3.59E-15  1.99E-15  6.61E-16  2.56E-16  9.46E-17  2.46E-17  8.77E-18
   366       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.38E-45  3.67E-29  4.95E-20  5.40E-17
             1.38E-15  4.85E-15  4.16E-15  2.30E-15  7.59E-16  2.93E-16  1.08E-16  2.82E-17  1.00E-17
   367       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.42E-45  9.97E-30  1.39E-20  1.55E-17
             4.00E-16  1.42E-15  1.23E-15  6.77E-16  2.24E-16  8.66E-17  3.20E-17  8.32E-18  2.97E-18
   368       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.48E-45  6.27E-30  9.79E-21  1.26E-17
             3.45E-16  1.25E-15  1.08E-15  6.00E-16  1.99E-16  7.69E-17  2.84E-17  7.39E-18  2.64E-18
   369       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.19E-45  1.14E-29  1.74E-20  2.52E-17
             7.25E-16  2.70E-15  2.35E-15  1.30E-15  4.32E-16  1.67E-16  6.18E-17  1.61E-17  5.74E-18
   370       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.13E-45  2.27E-29  2.68E-20  1.71E-17
             2.78E-16  7.38E-16  5.78E-16  3.05E-16  9.81E-17  3.76E-17  1.38E-17  3.59E-18  1.28E-18
   371       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.70E-45  1.11E-29  1.85E-20  2.71E-17
             7.82E-16  2.91E-15  2.53E-15  1.40E-15  4.66E-16  1.80E-16  6.67E-17  1.73E-17  6.19E-18
   372       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.12E-45  5.00E-30  8.46E-21  1.19E-17
             3.39E-16  1.25E-15  1.09E-15  6.03E-16  2.00E-16  7.73E-17  2.86E-17  7.44E-18  2.65E-18
   373       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.83E-45  2.24E-29  2.72E-20  1.77E-17
             2.95E-16  7.99E-16  6.31E-16  3.34E-16  1.08E-16  4.13E-17  1.52E-17  3.95E-18  1.41E-18
   374       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.37E-46  3.26E-30  4.44E-21  4.24E-18
             1.00E-16  3.42E-16  2.91E-16  1.60E-16  5.27E-17  2.04E-17  7.53E-18  1.96E-18  6.97E-19
   375       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.55E-45  2.57E-29  3.14E-20  2.08E-17
             3.53E-16  9.73E-16  7.73E-16  4.11E-16  1.33E-16  5.10E-17  1.88E-17  4.87E-18  1.74E-18
   376       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.85E-46  1.28E-30  1.59E-21  1.16E-18
             2.21E-17  6.61E-17  5.41E-17  2.91E-17  9.51E-18  3.66E-18  1.35E-18  3.50E-19  1.25E-19
   377       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.10E-45  1.65E-29  2.42E-20  2.93E-17
             7.80E-16  2.80E-15  2.42E-15  1.34E-15  4.42E-16  1.71E-16  6.32E-17  1.64E-17  5.86E-18
   378       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.92E-45  2.85E-29  3.22E-20  1.94E-17
             2.94E-16  7.30E-16  5.57E-16  2.89E-16  9.24E-17  3.53E-17  1.30E-17  3.36E-18  1.20E-18
   379       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.06E-45  9.52E-30  1.14E-20  6.94E-18
             1.05E-16  2.59E-16  1.96E-16  1.02E-16  3.25E-17  1.24E-17  4.55E-18  1.18E-18  4.20E-19
   380       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.06E-45  4.91E-30  5.93E-21  3.73E-18
             5.93E-17  1.54E-16  1.19E-16  6.26E-17  2.01E-17  7.69E-18  2.83E-18  7.33E-19  2.61E-19
   381       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.66E-46  2.23E-30  2.73E-21  1.72E-18
             2.72E-17  7.01E-17  5.42E-17  2.84E-17  9.11E-18  3.48E-18  1.28E-18  3.32E-19  1.18E-19
   382       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.46E-45  2.04E-29  2.42E-20  1.46E-17
             2.17E-16  5.24E-16  3.95E-16  2.04E-16  6.49E-17  2.48E-17  9.09E-18  2.35E-18  8.38E-19
   383       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  5.79E-47  2.56E-31  3.09E-22  2.12E-19
             3.78E-18  1.09E-17  8.78E-18  4.70E-18  1.53E-18  5.87E-19  2.16E-19  5.61E-20  2.00E-20
   384       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.20E-47  1.91E-31  2.34E-22  1.62E-19
             2.92E-18  8.44E-18  6.83E-18  3.66E-18  1.19E-18  4.57E-19  1.69E-19  4.37E-20  1.56E-20
   385       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.00E-46  1.34E-30  1.58E-21  9.48E-19
             1.41E-17  3.41E-17  2.57E-17  1.33E-17  4.22E-18  1.61E-18  5.92E-19  1.53E-19  5.45E-20
   386       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.89E-46  1.71E-30  1.99E-21  1.19E-18
             1.77E-17  4.30E-17  3.24E-17  1.67E-17  5.32E-18  2.03E-18  7.45E-19  1.93E-19  6.87E-20
   387       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.30E-45  5.50E-30  7.07E-21  6.17E-18
             1.37E-16  4.54E-16  3.83E-16  2.10E-16  6.89E-17  2.66E-17  9.83E-18  2.55E-18  9.10E-19
   388       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.43E-45  6.37E-30  7.66E-21  5.14E-18
             8.93E-17  2.51E-16  2.01E-16  1.07E-16  3.47E-17  1.33E-17  4.91E-18  1.27E-18  4.54E-19
   389       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.03E-45  4.75E-30  6.03E-21  4.58E-18
             9.07E-17  2.80E-16  2.31E-16  1.25E-16  4.10E-17  1.58E-17  5.83E-18  1.51E-18  5.40E-19
   390       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.54E-45  7.43E-30  9.51E-21  6.98E-18
             1.33E-16  4.01E-16  3.29E-16  1.77E-16  5.79E-17  2.23E-17  8.22E-18  2.13E-18  7.61E-19
   391       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.35E-45  6.35E-30  7.83E-21  5.11E-18
             8.52E-17  2.31E-16  1.82E-16  9.63E-17  3.11E-17  1.19E-17  4.39E-18  1.14E-18  4.05E-19
   392       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.92E-46  1.83E-30  2.22E-21  1.41E-18
             2.27E-17  5.93E-17  4.61E-17  2.43E-17  7.80E-18  2.99E-18  1.10E-18  2.85E-19  1.01E-19
   393       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.42E-46  2.97E-30  3.59E-21  2.27E-18
             3.63E-17  9.47E-17  7.36E-17  3.87E-17  1.24E-17  4.76E-18  1.75E-18  4.54E-19  1.62E-19
   394       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.39E-45  6.02E-30  7.01E-21  4.35E-18
             6.84E-17  1.76E-16  1.36E-16  7.12E-17  2.28E-17  8.73E-18  3.21E-18  8.32E-19  2.96E-19
   395       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.01E-47  1.86E-31  2.26E-22  1.44E-19
             2.34E-18  6.18E-18  4.83E-18  2.55E-18  8.19E-19  3.14E-19  1.16E-19  2.99E-20  1.07E-20
   396       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.72E-47  2.19E-31  2.65E-22  1.70E-19
             2.77E-18  7.37E-18  5.78E-18  3.05E-18  9.81E-19  3.76E-19  1.38E-19  3.59E-20  1.28E-20
   397       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.72E-46  8.30E-31  1.03E-21  6.59E-19
             1.06E-17  2.78E-17  2.17E-17  1.14E-17  3.67E-18  1.40E-18  5.17E-19  1.34E-19  4.77E-20
   398       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.09E-46  5.39E-31  6.75E-22  4.28E-19
             6.77E-18  1.74E-17  1.35E-17  7.06E-18  2.26E-18  8.66E-19  3.18E-19  8.25E-20  2.94E-20
   399       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.57E-47  7.29E-32  8.89E-23  5.72E-20
             9.33E-19  2.48E-18  1.94E-18  1.02E-18  3.30E-19  1.26E-19  4.65E-20  1.21E-20  4.30E-21
   400       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.28E-47  6.00E-32  7.35E-23  4.69E-20
             7.55E-19  1.98E-18  1.54E-18  8.12E-19  2.61E-19  9.99E-20  3.68E-20  9.53E-21  3.40E-21
   401       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.07E-45  4.27E-30  4.74E-21  2.78E-18
             4.05E-17  9.66E-17  7.23E-17  3.72E-17  1.18E-17  4.50E-18  1.65E-18  4.28E-19  1.52E-19
   402       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.59E-46  4.51E-30  5.45E-21  3.36E-18
             5.18E-17  1.30E-16  9.94E-17  5.18E-17  1.65E-17  6.32E-18  2.32E-18  6.02E-19  2.14E-19
   403       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  8.53E-47  4.02E-31  4.88E-22  3.04E-19
             4.73E-18  1.20E-17  9.23E-18  4.82E-18  1.54E-18  5.90E-19  2.17E-19  5.62E-20  2.00E-20
   404       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.42E-47  3.49E-31  4.25E-22  2.64E-19
             4.10E-18  1.04E-17  7.98E-18  4.17E-18  1.33E-18  5.09E-19  1.87E-19  4.85E-20  1.73E-20
   405       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  7.07E-46  3.29E-30  3.97E-21  2.46E-18
             3.81E-17  9.62E-17  7.38E-17  3.85E-17  1.23E-17  4.71E-18  1.73E-18  4.49E-19  1.60E-19
   406       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.34E-48  5.28E-33  5.94E-24  3.50E-21
             5.10E-20  1.21E-19  9.02E-20  4.64E-20  1.47E-20  5.59E-21  2.05E-21  5.31E-22  1.89E-22
   407       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.99E-48  1.43E-32  1.50E-23  8.98E-21
             1.37E-19  3.45E-19  2.64E-19  1.38E-19  4.41E-20  1.68E-20  6.19E-21  1.60E-21  5.71E-22
   408       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.65E-47  1.91E-31  2.47E-22  1.51E-19
             2.23E-18  5.31E-18  3.96E-18  2.04E-18  6.44E-19  2.45E-19  9.01E-20  2.33E-20  8.30E-21
   409       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  4.68E-47  2.38E-31  3.13E-22  2.21E-19
             4.01E-18  1.16E-17  9.36E-18  5.02E-18  1.63E-18  6.27E-19  2.31E-19  6.00E-20  2.14E-20
   410       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.64E-45  7.71E-30  9.65E-21  6.72E-18
             1.21E-16  3.50E-16  2.82E-16  1.51E-16  4.92E-17  1.89E-17  6.97E-18  1.81E-18  6.44E-19
   411       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.91E-45  7.92E-30  9.15E-21  5.73E-18
             9.14E-17  2.39E-16  1.86E-16  9.77E-17  3.14E-17  1.20E-17  4.42E-18  1.15E-18  4.08E-19

                                                                                     --------------------------
                                                                                     PRTF= 1  LVLPRT= (2S  0.5)
   ILREP
   -----
     5       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.46E-29  3.53E-21  3.43E-16  2.04E-14
             1.15E-13  1.61E-13  1.01E-13  4.78E-14  1.44E-14  5.40E-15  1.97E-15  5.06E-16  1.80E-16
     6       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  6.83E-33  3.63E-23  3.32E-17  4.69E-15
             4.06E-14  7.29E-14  4.98E-14  2.45E-14  7.55E-15  2.85E-15  1.04E-15  2.69E-16  9.57E-17
     7       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  3.70E-37  1.52E-25  1.08E-18  2.53E-16
             2.81E-15  5.87E-15  4.21E-15  2.12E-15  6.65E-16  2.52E-16  9.24E-17  2.39E-17  8.50E-18
     8       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.79E-37  3.26E-25  3.60E-18  8.17E-16
             9.22E-15  1.97E-14  1.43E-14  7.25E-15  2.28E-15  8.65E-16  3.17E-16  8.20E-17  2.92E-17
     9       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  1.49E-38  6.69E-26  1.66E-18  4.90E-16
             6.28E-15  1.45E-14  1.08E-14  5.53E-15  1.75E-15  6.67E-16  2.45E-16  6.33E-17  2.26E-17
    10       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  9.71E-40  6.96E-27  1.81E-19  3.56E-17
             3.40E-16  6.67E-16  4.73E-16  2.37E-16  7.41E-17  2.81E-17  1.03E-17  2.66E-18  9.48E-19
    11       0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  2.85E-40  3.69E-27  1.56E-19  4.77E-17
