Phase,PC_Date,PC_Time,YearDay,Lat,Lon,Pressure,SBE_Temp,SBE_Cond,SBE_Sal,IR_mVolts,IR_Conc,NewXCO2,dCO2,Avg_mV,GasFlow,WaterFlow,Eq_volts,Eq_Temp,SCS_Temp,SCS_Sal,pH2O,fCO2_weq,fCO2_a,fCO2_wInSitu,dfCO2,AirFlag,IR_Temp,Wind_Dir_Rel,Wind_Speed_Rel,Wind_Dir_Abs,Wind_Speed_Abs,QCFlag,Fluoro,SeaLevelPressure,COG,SOG,AirTemp
WATER,9/7/05,3:56:34,250.1642824,40.166447,-71.667707,1027.25339,22.1537,4.69532,32.5293,0.4979,407.9906,407.9312402,0.059359777,,340.47998,10.983277,295.284,22.134,22.06,32.51,26.05136941,401.7480264,,400.581756,36.62788601,,29.19045,320.7,12.81,94.45,8.75,2,4.294,1026.48,209.9,13.2,20.57
WATER,9/7/05,4:01:15,250.1675347,40.15122,-71.678272,1027.14665,22.08,4.68877,32.5337,0.495,407.3185,407.2692457,0.049254266,,340.451843,11.053877,295.229,22.079,21.9,32.53,25.7980248,401.1521745,,398.3397575,34.38588752,,29.18543,311.2,13.01,93.95,10.41,2,4.295,1026.47,211.9,13.3,20.65
STD1,9/7/05,4:05:37,250.1705671,40.137037,-71.688102,1027.046054,22.0212,4.68456,32.545,0.0112,303.25,0.01125,,0.01125,54.742455,11.26894,295.172,22.022,21.82,32.54,25.67216222,,,,,,29.18567,305.9,12.23,83.34,11.7,,4.271,1026.41,211,13.2,20.65
STD2,9/7/05,4:09:38,250.1733565,40.12403,-71.6971,1027.126625,22.0107,4.691,32.6031,0.3328,370.9,0.33275,,0.33275,48.174801,10.989769,295.152,22.002,21.87,32.59,25.74997529,,,,,,29.18555,312.8,12.23,88.71,10.08,,4.282,1026.38,206.3,13.3,20.67
STD3,9/7/05,4:13:39,250.1761458,40.11093,-71.705898,1027.132799,22.0017,4.69459,32.6378,0.5134,411.42,0.5135,,0.5135,55.141926,11.096413,295.139,21.989,21.91,32.65,25.81209287,,,,,,29.19038,308.7,13.2,90.15,11.43,,4.285,1026.43,208.3,13.2,20.62
WATER,9/7/05,4:17:40,250.1789352,40.097978,-71.714937,1027.021933,22.2224,4.74489,32.8622,0.4754,402.7339,402.7299856,0.003914394,,345.271149,10.867604,295.34,22.19,22.16,32.84,26.20592876,396.4743068,,396.0071943,31.75316229,,29.20395,315.4,12.23,88.89,9.69,2,4.246,1026.36,211.5,13.2,20.67
WATER,9/7/05,4:22:21,250.1821875,40.08283,-71.725458,1026.934816,22.1826,4.72799,32.7611,0.4697,401.4444,401.4367432,0.007656849,,345.773315,10.880572,295.34,22.19,22.07,32.74,26.06399635,395.2213472,,393.3618162,29.10778427,,29.21004,304.4,13.39,88.37,12.45,2,4.264,1026.38,203.4,13,20.75
WATER,9/7/05,4:26:42,250.1852083,40.068707,-71.735165,1027.165457,22.1581,4.71286,32.6621,0.4768,403.0697,403.0478964,0.02180363,,339.529572,11.044766,295.308,22.158,21.97,32.61,25.90734594,396.9594801,,394.0372438,29.78321179,,29.2102,314.4,11.45,84.61,9.69,2,4.246,1026.42,205.5,13,20.77
WATER,9/7/05,4:31:04,250.1882407,40.054543,-71.744848,1026.887434,22.0687,4.69127,32.5615,0.48,403.7967,403.7749527,0.021747259,,340.601044,11.020482,295.216,22.066,21.9,32.54,25.79788446,397.6074666,,395.0203823,30.76635034,,29.20804,311,11.65,82.28,11.15,2,4.244,1026.38,206.3,12.9,20.82
AIR,9/7/05,4:35:45,250.1914931,40.039395,-71.755483,1026.949584,22.0075,4.6917,32.6109,0.3266,369.5307,369.5527954,-0.022095386,,561.938965,11.150802,295.142,21.992,21.9,32.6,25.79704243,,363.9309361,,,2,29.20964,308.9,11.26,79.11,10.93,,4.244,1026.31,209.5,13.5,20.8
AIR,9/7/05,4:39:46,250.1942824,40.026247,-71.764427,1026.951145,22.0203,4.70022,32.6676,0.3266,369.5471,369.5527954,-0.005695386,,559.218445,10.981946,295.167,22.017,21.89,32.65,25.78059705,,363.9373327,,,2,29.21472,313.6,10.68,80.04,9.81,,4.229,1026.24,206.1,13.4,20.87
AIR,9/7/05,4:43:27,250.1968403,40.014142,-71.772745,1026.885443,21.9881,4.6914,32.6232,0.328,369.8557,369.859294,-0.003593961,,561.539551,11.050444,295.139,21.989,21.82,32.61,25.67118464,,364.254032,,,2,29.22653,305.5,10.48,76.69,11.24,,4.222,1026.24,206.1,13.4,20.82
WATER,9/7/05,4:47:28,250.1996296,40.000917,-71.78202,1027.016562,21.9324,4.68942,32.6497,0.4772,403.159,403.1387477,0.020252262,,352.02652,11.16672,295.086,21.936,21.78,32.63,25.60824836,397.1054326,,394.6744173,30.42038536,,29.24483,319.6,11.26,86.1,8.59,2,4.228,1026.24,208.4,13.6,20.9
WATER,9/7/05,4:52:10,250.2028935,39.985442,-71.792787,1026.848072,21.9392,4.69144,32.6603,0.4739,402.4088,402.3894861,0.019313919,,345.530518,11.103068,295.066,21.916,21.85,32.63,25.71798598,396.2583959,,395.2300173,30.97598531,,29.25416,312.4,10.48,78.8,10,2,4.211,1026.21,208.9,13.4,21
WATER,9/7/05,4:56:31,250.2059144,39.971003,-71.80296,1026.816975,21.9892,4.69487,32.6494,0.4748,402.6174,402.593771,0.023628995,,345.214905,11.012685,295.136,21.986,21.86,32.64,25.73355629,396.4412497,,394.4804039,30.22637198,,29.25342,319.4,10.29,77.47,8.85,2,4.211,1026.18,211.5,13.6,21
WATER,9/7/05,5:01:12,250.2091667,39.955633,-71.814053,1026.900812,22.0672,4.71745,32.7663,0.4735,402.3208,402.298707,0.022092976,,344.238647,11.007062,295.19,22.04,21.99,32.78,25.93657841,396.1056375,,395.3272865,31.07325454,,29.25086,310.1,11.45,80.79,11.44,2,4.2,1026.15,212.2,13.7,21
STD1,9/7/05,5:05:33,250.2121875,39.941132,-71.823827,1026.749009,22.0633,4.71593,32.7573,0.0113,303.25,0.01115,,0.01115,55.767952,11.058162,295.203,22.053,21.99,32.72,25.93742499,,,,,,29.25096,325.2,12.42,90.69,7.78,,4.187,1026.01,206.5,13.4,21.05
STD2,9/7/05,5:09:34,250.2149769,39.927698,-71.832843,1026.432856,22.1622,4.72194,32.7295,0.3327,370.9,0.33275,,0.33275,45.802746,11.039305,295.282,22.132,22.08,32.7,26.08045861,,,,,,29.25163,319.3,12.23,89.5,8.93,,4.196,1026.01,203.2,13.3,21.02
STD3,9/7/05,5:13:36,250.2177778,39.914437,-71.841953,1026.710077,22.1834,4.71811,32.6838,0.5136,411.42,0.5134,,0.5134,53.861351,10.989389,295.313,22.163,22.08,32.67,26.08088425,,,,,,29.26148,319.3,11.26,83.38,8.7,,4.185,1025.96,202.6,13.3,21.02
WATER,9/7/05,5:17:37,250.2205671,39.90119,-71.851113,1026.780221,22.255,4.72871,32.7121,0.4876,405.4792,405.5220925,-0.042892527,,351.888763,10.553003,295.401,22.251,22.15,32.68,26.19224667,399.1319201,,397.5521481,33.45533019,,29.27528,316,12.42,90.09,9.62,2,4.172,1026,208.7,13.3,21.12
WATER,9/7/05,5:22:18,250.2238194,39.885718,-71.861703,1026.651307,22.2938,4.72878,32.6835,0.493,406.724,406.7534793,-0.029479315,,345.903748,11.139032,295.42,22.27,22.21,32.66,26.28843915,400.2548142,,399.3131886,35.2163707,,29.28122,323.9,10.68,77.13,7.9,2,4.153,1026.04,205,13.4,21.05
WATER,9/7/05,5:26:39,250.2268403,39.871417,-71.871468,1026.631698,22.3421,4.73432,32.6901,0.4992,408.1375,408.1692909,-0.031790876,,345.713593,10.908978,295.441,22.291,22.31,32.67,26.44882313,401.5773718,,401.8769117,37.78009372,,29.28106,306.8,9.51,70.22,10.69,2,4.15,1026,208.4,13.4,21.05
WATER,9/7/05,5:31:00,250.2298611,39.857207,-71.881223,1026.521119,22.4113,4.73699,32.6588,0.5014,408.621,408.6721888,-0.051188782,,345.151337,10.967733,295.534,22.384,22.34,32.65,26.49743623,402.0086431,,401.3155768,37.21875883,,29.2795,317.6,10.48,79.95,8.77,2,4.161,1025.95,204.2,12.9,21.07
AIR,9/7/05,5:35:42,250.233125,39.841907,-71.891838,1026.645291,22.5094,4.75676,32.7379,0.3299,370.2868,370.2752639,0.011536078,,559.862549,11.080765,295.599,22.449,22.51,32.75,26.77128338,,364.1857899,,,2,29.27892,305.6,9.71,71.11,10.99,,4.237,1025.86,207.5,13.1,21.1
AIR,9/7/05,5:39:43,250.2359144,39.828733,-71.900663,1026.411801,22.7033,4.79946,32.9209,0.3303,370.3783,370.362919,0.015381034,,560.084351,10.906812,295.847,22.697,22.69,32.92,27.06298293,,364.083319,,,2,29.2802,313,10.09,78.04,9.4,,4.212,1025.89,205.2,13.2,21.17
AIR,9/7/05,5:43:44,250.2387037,39.815463,-71.909473,1026.369316,22.7437,4.80288,32.9168,0.3303,370.3907,370.362919,0.027781034,,560.030396,11.13774,295.893,22.743,22.64,32.89,26.98142601,,364.0968179,,,2,29.29138,305.4,10.48,73.58,11.43,,4.214,1025.78,208.4,13.4,21.17
WATER,9/7/05,5:47:45,250.2414931,39.80217,-71.918137,1026.328164,22.7627,4.80885,32.9485,0.483,404.4368,404.4744108,-0.037610756,,343.739227,10.928416,295.905,22.755,22.68,32.94,27.04627182,397.5896528,,396.4244531,32.32763514,,29.30463,304.8,10.87,75.18,11.66,2,4.205,1025.72,202.7,13.6,21.25
WATER,9/7/05,5:52:06,250.2445139,39.78796,-71.928132,1026.238942,22.8573,4.82727,33.0186,0.4783,403.3656,403.405167,-0.039567049,,338.655548,10.818219,295.982,22.832,22.8,32.99,27.24310609,396.4270157,,395.931104,31.83428606,,29.31183,301.7,9.51,69.07,12.03,2,4.171,1025.63,215.5,13.1,21.25
WATER,9/7/05,5:56:48,250.2477778,39.77272,-71.938833,1026.354105,22.8648,4.82081,32.9634,0.4759,402.8397,402.8596434,-0.019943435,,337.488251,10.959055,296.016,22.866,22.75,32.93,27.16151916,395.9680997,,394.1757825,30.07896456,,29.31582,301,10.48,74.44,11.59,2,4.148,1025.69,206.1,12.9,21.22
WATER,9/7/05,6:01:09,250.2507986,39.75862,-71.948588,1026.044713,22.8322,4.80613,32.8754,0.4733,402.2337,402.2690205,-0.035320509,,338.84259,11.033849,295.973,22.823,22.79,32.83,27.22896383,395.2391012,,394.7291302,30.63231222,,29.32012,325,8.93,70.19,7.9,2,4.142,1025.62,207.7,12.9,21.37
STD1,9/7/05,6:05:30,250.2538194,39.74449,-71.95824,1026.03778,23.2971,4.88425,33.1231,0.011,303.25,0.01085,,0.01085,54.162472,11.265901,296.296,23.146,23.58,33.12,28.55629418,,,,,,29.32546,300.5,9.51,70.68,11.72,,4.137,1025.42,208.5,13.5,21.37
STD2,9/7/05,6:09:31,250.2566088,39.73155,-71.967183,1026.14813,23.6959,4.92679,33.1469,0.3328,370.9,0.33245,,0.33245,46.811344,11.12679,296.818,23.668,23.68,33.11,28.72899904,,,,,,29.3321,312.9,9.51,74.13,9.61,,4.084,1025.48,211.4,13,21.42
STD3,9/7/05,6:13:32,250.2593981,39.718665,-71.976185,1026.218101,23.7482,4.92206,33.0722,0.5132,411.42,0.51285,,0.51285,58.759869,10.992192,296.869,23.719,23.74,33.03,28.83421986,,,,,,29.34756,309.5,11.65,85.15,10.47,,4.124,1025.41,210,12.9,21.52
WATER,9/7/05,6:17:33,250.2621875,39.705773,-71.985212,1025.960919,24.0302,4.95564,33.1148,0.4289,392.2418,392.3338595,-0.09205945,,342.195709,11.186862,297.069,23.919,24.07,33.08,29.41114907,384.6226957,,386.8868043,23.55275106,,29.36893,316,11.26,85.81,9.28,2,4.112,1025.44,209.5,13.1,21.52
WATER,9/7/05,6:22:15,250.2654514,39.69066,-71.995725,1026.094831,24.0106,4.92929,32.932,0.4155,389.2331,389.3244015,-0.091301527,,337.3367,11.166998,297.146,23.996,23.96,32.91,29.22016773,381.795159,,381.2613924,17.92733914,,29.37946,313.9,9.71,70.54,9.8,2,4.093,1025.42,205.8,13.3,21.57
WATER,9/7/05,6:26:36,250.2684722,39.676553,-72.00527,1026.060999,24.2334,4.97369,33.0993,0.4057,387.0401,387.129912,-0.089812028,,335.027161,10.915374,297.338,24.188,24.33,33.06,29.87373167,379.3868645,,381.4839816,18.14992838,,29.38828,320.5,8.93,69.15,8.56,2,4.127,1025.45,207.5,13.5,21.6
WATER,9/7/05,6:31:17,250.2717245,39.661397,-72.0158,1025.986931,24.5126,5.0488,33.4517,0.3702,379.1277,379.2261595,-0.098459467,,334.77951,11.173043,297.639,24.489,24.56,33.45,30.28150257,371.4647943,,372.4888521,9.154798844,,29.39047,310.1,9.9,76.55,9.63,2,4.173,1025.38,213.2,13.1,21.67
AIR,9/7/05,6:35:38,250.2747454,39.647307,-72.025353,1026.061099,24.7141,5.09647,33.6553,0.3332,370.9752,371.0646322,-0.089432248,,559.928955,11.298706,297.844,24.694,24.71,33.65,30.55093969,,363.4011566,,,2,29.39451,310,8.74,69.11,9.97,,4.158,1025.44,208.2,13.2,21.72
AIR,9/7/05,6:39:40,250.2775463,39.634312,-72.0345,1026.124381,24.7323,5.10246,33.686,0.3339,371.1298,371.2183178,-0.088517841,,560.034363,11.141904,297.853,24.703,24.73,33.71,30.58646696,,363.5620882,,,2,29.40607,315.5,9.32,69.75,9.4,,4.14,1025.37,204.8,13.3,21.75
AIR,9/7/05,6:43:41,250.2803356,39.621063,-72.043272,1026.00018,24.8556,5.14877,33.9367,0.3335,371.039,371.1304941,-0.091494094,,556.77301,11.038866,297.942,24.792,24.88,33.98,30.85708388,,363.3340532,,,2,29.42162,316.6,9.71,70.16,9.28,,4.191,1025.32,205,13.1,21.9
WATER,9/7/05,6:47:42,250.283125,39.607915,-72.051888,1025.790066,24.5823,5.10887,33.8463,0.3047,364.7367,364.8310688,-0.094368759,,335.026276,11.136697,297.771,24.621,24.41,33.75,30.00597063,357.3904486,,354.4758238,-8.85822942,,29.44449,316.6,10.68,77.45,9.26,2,4.244,1025.18,205.9,12.6,21.97
WATER,9/7/05,6:52:03,250.2861458,39.593893,-72.061345,1025.765142,24.5459,5.07522,33.6232,0.2993,363.5606,363.6551717,-0.094571677,,336.459808,11.059988,297.685,24.535,24.63,33.59,30.40620982,356.0895051,,357.4058249,-5.928228383,,29.45622,316,10.87,80.63,9.39,2,4.241,1025.22,210.8,13.1,22.05
WATER,9/7/05,6:56:44,250.2893981,39.57875,-72.071723,1025.788934,24.483,5.06047,33.5605,0.3046,364.7307,364.8092778,-0.078577835,,334.903046,10.999494,297.647,24.497,24.4,33.56,29.99110625,357.37389,,356.0298937,-7.304159583,,29.46744,336.5,11.65,74.54,5.5,2,4.21,1025.21,205.2,13.3,22.02
WATER,9/7/05,7:01:06,250.2924306,39.564643,-72.08181,1025.878314,24.5615,5.0886,33.7112,0.3093,365.7505,365.8340653,-0.08356533,,334.442505,11.190999,297.663,24.513,24.69,33.84,30.51129831,358.2268181,,360.6976742,-2.636379065,,29.46809,318.7,9.12,58.62,5.92,2,4.19,1025.17,211.7,13.6,22.07
STD1,9/7/05,7:05:47,250.2956829,39.549812,-72.092588,1025.757995,25.2879,5.28797,34.637,0.0107,303.25,0.01025,,0.01025,56.311192,11.182924,298.31,25.16,25.18,34.55,31.40404524,,,,,,29.47319,327.1,9.12,72.78,7.21,,4.046,1025.11,206.7,12.7,22.05
STD2,9/7/05,7:09:48,250.2984722,39.537047,-72.101182,1025.523,25.0781,5.2018,34.161,0.3321,370.9,0.33205,,0.33205,47.518017,11.161015,298.281,25.131,25,34.03,31.07787754,,,,,,29.48092,306.1,10.87,77.57,11.1,,4.125,1025.01,204.2,12.9,22.1
STD3,9/7/05,7:13:29,250.3010301,39.525188,-72.10894,1025.748226,25.0634,5.1816,34.023,0.5125,411.42,0.5122,,0.5122,56.44101,11.197895,298.209,25.059,25.05,34,31.17114228,,,,,,29.49964,330.4,10.48,69.05,6.9,,4.141,1025.03,203.3,12.9,22.1
WATER,9/7/05,7:17:30,250.3038194,39.51227,-72.117482,1025.372329,25.0919,5.18193,34.004,0.3122,366.5443,366.5515291,-0.007229097,,337.731354,11.049659,298.227,25.077,25.07,33.99,31.20848262,358.5008114,,358.4037658,-4.368993662,,29.52446,310,7.96,63.23,10.37,2,4.14,1025,204.7,13.2,22.12
WATER,9/7/05,7:22:11,250.3070718,39.497272,-72.12791,1025.413209,25.1354,5.1983,34.0919,0.3134,366.8139,366.8137535,0.000146463,,336.14563,11.183857,298.242,25.092,25.07,34.1,31.20661516,358.7727025,,358.4676031,-4.305156361,,29.53711,315.7,8.54,66.78,9.26,2,4.146,1024.87,209.5,12.7,22.1
WATER,9/7/05,7:26:33,250.3101042,39.483188,-72.13769,1025.321466,25.2701,5.23281,34.2445,0.3173,367.6477,367.6665655,-0.01886546,,332.676636,11.111879,298.382,25.232,25.3,34.24,31.63443033,359.4221016,,360.3674519,-2.405307597,,29.54515,309.5,10.68,79.04,10.44,2,4.111,1024.7,209.8,13.2,22.25
WATER,9/7/05,7:31:14,250.3133565,39.46785,-72.147938,1025.471277,25.2638,5.23199,34.2432,0.3237,369.0501,369.0679822,-0.017882201,,251.250488,11.252054,298.417,25.267,25.2,34.24,31.44675917,360.913229,,359.980771,-2.791988492,,29.55397,311.7,7.18,59.88,10.32,2,4.103,1024.74,204,13.4,22.1
AIR,9/7/05,7:35:35,250.3163773,39.453643,-72.157702,1025.45714,25.2885,5.25474,34.392,0.333,371.0885,371.1086919,-0.020191902,,559.455444,11.243106,298.414,25.264,25.27,34.48,31.57390415,,362.8582521,,,2,29.56306,310.4,10.29,78.29,10.2,,4.049,1024.68,202.4,13.1,22.2
AIR,9/7/05,7:39:36,250.3191667,39.440737,-72.166912,1025.347248,25.3478,5.28601,34.5769,0.3331,371.1099,371.1306625,-0.020762545,,559.38623,11.163594,298.478,25.328,25.31,34.63,31.6465362,,362.8136545,,,2,29.5759,296.5,8.15,64.63,12.43,,4.018,1024.75,210.4,13,22.15
AIR,9/7/05,7:43:37,250.321956,39.427922,-72.176163,1025.244318,25.3925,5.31923,34.7872,0.3333,371.161,371.1746056,-0.013605589,,560.211914,11.191154,298.524,25.374,25.38,34.78,31.77593378,,362.7727595,,,2,29.60117,310.5,8.93,70.15,8.1,,3.961,1024.73,210.3,12.7,22.2
WATER,9/7/05,7:47:39,250.3247569,39.415112,-72.185448,1025.40069,25.422,5.31819,34.7569,0.3627,377.6527,377.6597186,-0.007018645,,180.269485,11.265379,298.567,25.417,25.37,34.73,31.75791399,369.1757269,,368.5078261,5.735066619,,29.62608,325.3,9.32,72.37,7.89,2,3.914,1024.78,205,13.3,22.32
WATER,9/7/05,7:52:20,250.3280093,39.399963,-72.195917,1025.375824,25.4129,5.31416,34.7343,0.3796,381.4005,381.4104709,-0.009970887,,231.951187,11.32818,298.547,25.397,25.36,34.73,31.73903967,372.8398274,,372.3088857,9.536126272,,29.63959,321,8.15,64.16,8.65,2,3.927,1024.74,206.8,13,22.25
WATER,9/7/05,7:56:41,250.3310301,39.385725,-72.205268,1025.266033,25.4832,5.33582,34.8396,0.3862,382.8484,382.8798039,-0.031403908,,319.943115,11.262125,298.617,25.467,25.47,34.82,31.94563205,374.158561,,374.2017667,11.42900723,,29.65189,308.4,9.71,77.76,10.53,2,3.926,1024.66,208.2,13.5,22.4
WATER,9/7/05,8:01:02,250.3340509,39.371392,-72.214492,1025.302888,25.5172,5.3341,34.801,0.3886,383.4019,383.4147394,-0.012839394,,318.915833,11.442854,298.645,25.495,25.46,34.78,31.92735533,374.7019627,,374.1976702,11.42491076,,29.65763,325,9.71,74.31,7.65,2,3.918,1024.61,203.5,13.5,22.47
STD1_Drain,9/7/05,8:05:44,250.3373148,39.35598,-72.224195,1025.000887,25.5122,5.31087,34.6344,0.0098,303.25,0.00955,,0.00955,56.861042,11.249901,298.672,25.522,25.49,34.59,31.98760646,,,,,,29.66641,299.3,11.65,83.12,12.28,,3.943,1024.55,202.8,13.3,22.47
STD2,9/7/05,8:09:45,250.3401042,39.34277,-72.232478,1025.370825,25.5594,5.31201,34.6068,0.332,370.9,0.33145,,0.33145,50.359905,11.164156,298.723,25.573,25.5,34.6,32.00643566,,,,,,29.67612,313.2,9.32,71.27,9.7,,3.935,1024.53,207,13.3,22.3
STD3,9/7/05,8:13:46,250.3428935,39.32956,-72.240835,1025.247656,25.5438,5.31739,34.6581,0.5119,411.42,0.5113,,0.5113,54.922611,11.293818,298.674,25.524,25.48,34.67,31.96722173,,,,,,29.69609,336.8,10.29,73.7,5.65,,3.913,1024.67,203.5,13.2,22.4
WATER,9/7/05,8:17:47,250.3456829,39.316745,-72.249952,1025.160481,25.4998,5.31523,34.6758,0.3814,381.8204,381.9578859,-0.13748588,,328.406738,11.115209,298.66,25.51,25.45,34.65,31.91064994,373.2308362,,372.3700746,9.575206758,,29.72109,303.1,5.44,51.71,11.2,2,3.889,1024.62,214.1,13.2,22.42
WATER,9/7/05,8:22:08,250.3487037,39.302825,-72.259602,1025.107842,25.4967,5.30968,34.6374,0.3842,382.4618,382.5822042,-0.120404233,,307.152039,11.110601,298.652,25.502,25.43,34.61,31.87344621,373.8347916,,372.8004649,10.00559711,,29.73222,308.9,9.51,75.89,10.14,2,3.888,1024.57,206.7,13.4,22.42
WATER,9/7/05,8:26:29,250.3517245,39.288888,-72.269243,1025.073952,25.5061,5.3138,34.6605,0.3879,383.2892,383.4079221,-0.118722058,,310.846313,11.299328,298.638,25.488,25.46,34.64,31.92978701,374.6080298,,374.2046174,11.40974954,,29.73657,307.5,10.09,67.42,10.48,2,3.89,1024.54,204.8,13.2,22.45
WATER,9/7/05,8:31:11,250.3549884,39.273835,-72.27974,1025.074639,25.4758,5.30828,34.6431,-9,383.6508,-9,-9,,3.633678,11.105755,298.632,25.482,25.43,34.62,,-999.99,,-999.99,,,29.73927,330.2,6.41,51.11,8.18,4,3.868,1024.47,207.3,13.3,22.42
AIR,9/7/05,8:35:32,250.3580093,39.25987,-72.289463,1024.892084,25.4463,5.30791,34.6629,0.333,371.1207,371.2408739,-0.120173853,,559.017456,11.113146,298.601,25.451,25.36,34.67,31.74007564,,362.7216993,,,2,29.74341,322.8,7.76,59.91,8.78,,3.828,1024.44,208.6,13.7,22.42
AIR,9/7/05,8:39:33,250.3607986,39.246975,-72.298463,1024.8875,25.4679,5.31619,34.7072,0.3331,371.1319,371.2628707,-0.130970694,,555.193787,11.009592,298.615,25.465,25.42,34.69,31.8531256,,362.7010678,,,2,29.75529,302.6,11.06,79.45,11.8,,3.886,1024.31,208.8,13.2,22.42
AIR,9/7/05,8:43:34,250.363588,39.23414,-72.307493,1024.915875,25.4431,5.31175,34.6935,0.3333,371.1894,371.3068662,-0.117466185,,558.802795,11.107919,298.603,25.453,25.36,34.67,31.74007564,,362.7948678,,,2,29.77431,297.1,8.35,75.91,12.57,,3.862,1024.28,212.1,13.4,22.52
WATER,9/7/05,8:47:35,250.3663773,39.221233,-72.316565,1024.86388,25.438,5.31209,34.6998,-9,371.1089,-9,-9,,1.367658,11.138661,298.588,25.438,25.4,34.68,,-999.99,,-999.99,,,29.79689,313.1,8.93,70.07,9.64,4,3.857,1024.25,208.2,13.2,22.57
WATER,9/7/05,8:52:17,250.3696412,39.20622,-72.327412,1024.827183,25.4775,5.31642,34.7015,-9,384.5069,-9,-9,,13.641538,11.07621,298.59,25.44,25.43,34.68,,-999.99,,-999.99,,,29.80763,306.3,10.09,75.6,11.01,4,3.853,1024.3,205.8,12.9,22.55
WATER,9/7/05,8:56:38,250.372662,39.192478,-72.337487,1024.847551,25.4847,5.31692,34.6997,-9,366.4059,-9,-9,,11.524917,11.054039,298.614,25.464,25.43,34.68,,-999.99,,-999.99,,,29.81053,287.7,7.18,61.59,12.63,4,3.843,1024.31,206.3,13.4,22.62
WATER,9/7/05,9:01:19,250.3759144,39.177585,-72.34788,1024.600138,25.3521,5.28977,34.6013,-9,366.7211,-9,-9,,11.227818,11.196845,298.513,25.363,25.28,34.58,,-999.99,,-999.99,,,29.82695,325.1,6.6,52.17,8.65,4,3.834,1024.23,206.7,12.9,22.52
STD1,9/7/05,9:05:40,250.3789352,39.163667,-72.35726,1024.561149,25.3574,5.28792,34.5837,0.0093,303.25,0.00905,,0.00905,56.629211,11.004908,298.493,25.343,25.32,34.59,31.66605173,,,,,,29.85305,319.6,8.15,62.87,8.61,,3.858,1024.2,211.4,13.2,22.55
STD2,9/7/05,9:09:41,250.3817245,39.150792,-72.365645,1024.625276,25.2715,5.26466,34.4778,0.3309,370.9,0.33065,,0.33065,48.025848,11.197469,298.445,25.295,25.12,34.4,31.29459799,,,,,,29.88591,318.3,7.96,60.47,8.74,,3.839,1024.26,209.7,13.1,22.57
STD3,9/7/05,9:13:43,250.3845255,39.137895,-72.374198,1024.520641,25.1979,5.24617,34.3975,0.5107,411.42,0.5105,,0.5105,56.266575,11.018594,298.362,25.212,25.07,34.37,31.20203187,,,,,,29.92603,332,6.99,46.55,8.3,,3.848,1024.22,209.3,12.9,22.6
WATER,9/7/05,9:17:44,250.3873148,39.124923,-72.382735,1024.698642,25.1405,5.23186,34.3356,-9,411.3214,-9,-9,,1.370162,11.018643,298.292,25.142,25.05,34.31,,-999.99,,-999.99,,,29.97062,312.8,7.57,60.92,9.38,4,3.844,1024.26,207,13.1,22.6
WATER,9/7/05,9:22:05,250.3903356,39.110888,-72.392083,1024.598963,25.0965,5.21898,34.2738,-9,411.1107,-9,-9,,1.367927,10.915833,298.246,25.096,25.01,34.24,,-999.99,,-999.99,,,30.00627,324.2,9.12,67.39,7.88,4,3.843,1024.18,211.3,13.3,22.67
WATER,9/7/05,9:26:46,250.393588,39.095777,-72.402303,1024.534349,25.0821,5.21127,34.2279,-9,411.1054,-9,-9,,1.366854,11.093233,298.23,25.08,25.02,34.21,,-999.99,,-999.99,,,30.03092,302,10.09,60.91,11.22,4,3.841,1024.29,203.2,13,22.65
WATER,9/7/05,9:31:07,250.3966088,39.081813,-72.41167,1024.608188,25.1009,5.21246,34.2224,-9,411.2603,-9,-9,,1.363635,11.07569,298.21,25.06,25.02,34.19,,-999.99,,-999.99,,,30.04993,317,8.15,63.39,8.89,4,3.843,1024.23,207.5,13.2,22.65
AIR,9/7/05,9:35:49,250.3998727,39.066688,-72.421762,1024.607228,25.0655,5.20292,34.1788,0.3324,371.2466,371.2849844,-0.038384361,,559.500183,11.088537,298.196,25.046,24.97,34.15,31.02031447,,362.9181605,,,2,30.0662,310.3,10.87,80.1,10.39,,3.836,1024.2,207.4,12.8,22.72
AIR,9/7/05,9:39:30,250.4024306,39.054953,-72.43009,1024.56705,25.0307,5.19572,34.1519,0.3323,371.2207,371.2629803,-0.042280338,,559.716431,10.82054,298.165,25.015,24.94,34.13,30.96520357,,362.9016824,,,2,30.0878,311.9,7.76,63.36,9.72,,3.818,1024.2,210.3,13.1,22.7
AIR,9/7/05,9:43:31,250.4052199,39.042103,-72.439078,1024.490447,25.0223,5.1937,34.1433,0.3322,371.2052,371.2409769,-0.03577691,,558.496033,10.977951,298.155,25.005,24.95,34.12,30.98384531,,362.8455309,,,2,30.11874,310.8,9.12,68.27,9.84,,3.848,1024.16,209.2,13,22.72
