DIUREF	TITLE	AUTHOR	KEYWORDS	REFERENCE	PDATE
3005.00	Oceanic Kelvin waves and the Madden-Julian oscillation.	HENDON, H.H., LIEBMANN, B. AND GLICK, J.D.	\KELVIN WAVES\MADDEN JULIAN OSCILLATION\PACT\REF\TEMPORAL VARIATIONS\COUNTRYUS\	Journal of the Atmospheric Sciences, 55(1), 88-101.	1998.00
3006.00	Satellite-tracked drifter measurement of intertidal and semidiurnal currents in the northeast Pacific.	THOMSON, R.E., LEBLOND, P.H. AND RABINOVICH, A.B.	\AIMS\DRIFTERS\PACNE\REF\SURFACE CURRENTS\COUNTRYCA\COUNTRYRU\	Journal of Geophysical Research, 103(C1), 1039-1052.	1998.00
3007.00	Role of deep stratification in transporting deep water from the Atlantic to the Pacific.	NAKATA, M. AND SUGINOHARA, N.	\AIMS\ANTATL\ANTPAC\DEEP WATER\DRAKE PASSAGE\NADW\OCEAN MODEL\REF\COUNTRYJP\	Journal of Geophysical Research, 103(C1), 1067-1086.	1998.00
3008.00	Zonal displacement of the western equatorial Pacific fresh pool.	DELCROIX, T. AND PICAUT, J.	\EL NINO\ENSO\PACTW\REF\SALINITY\SOUTHERN OSCILLATION\TOGA\COUNTRYNC\	Journal of Geophysical Research, 103(C1), 1087-1098.	1998.00
3009.00	A comparison of temperature, salinity, and chlorofluorocarbon observations with results from a 1deg resolution three-dimensional global ocean model.	CRAIG, A.P., BULLISTER, J.L., HARRISON, D.E., CHERVIN, R.M. AND SEMTNER, A.J.	\AIMS\CFC\OCEAN CIRCULATION\OCEAN MODEL\REF\SALINITY\TRACERS\COUNTRYUS\	Journal of Geophysical Research, 103(C1), 1099-1119.	1998.00
3010.00	Ways in which CLIVAR might build on WOCE.	GOULD, J.	\CLIVAR\FORWARD LOOK\MANAGEMENT\OBSERVING SYSTEMS\PLANNING\UNPUBW\COUNTRYGB\	Exchanges CLIVAR, 1(3), 4-6.  (Unpublished manuscript)	1996.00
3011.00	Parameterization of mesoscale eddy fluxes in zonal ocean flows.	IVCHENKO, V.O., RICHARDS, K.J., SINHA, B. AND WOLFF, J.-O.	\AIMS\EDDIES\OCEAN CIRCULATION\OCEAN MODEL\PARAMETERIZATION\REF\VORTICITY\COUNTRYAU\COUNTRYGB\	Journal of Marine Research, 55(6), 1127-1162.	1997.00
3012.00	On the parameterization of eddy transfer Part I. Theory.	KILLWORTH, P.D.	\AIMS\EDDIES\OCEAN CIRCULATION\OCEAN MODEL\PARAMETERIZATION\REF\VORTICITY\COUNTRYGB\	Journal of Marine Research, 55(6), 1171-1197.	1997.00
3013.00	Circulation around islands and ridges.	PEDLOSKY, J., PRATT, L.J., SPALL, M.A. AND HELFRICH, K.R.	\FLOW AROUND ISLANDS\OCEAN CIRCULATION\REF\COUNTRYUS\	Journal of Marine Research, 55(6), 1199-1251.	1997.00
3014.00	Intercomparison of regional biases and doubled CO2-sensitivity of coupled atmosphere-ocean general circulation model experiments.	KITTEL, T.G.F., GIORGI, F. AND MEEHL, G.A.	\ATMOSPHERIC CIRCULATION\CARBON DIOXIDE\CLIMATE MODEL\CLIVAR\COUPLED MODEL\METEOROLOGY\OCEAN CIRCULATION\REF\COUNTRYUS\	Climate Dynamics, 14(1), 1-15.	1998.00
3015.00	Impact of westerly wind bursts on the warm pool of the TOGA-COARE domain in an OGCM.	MAES, C., DELECLUSE, P. AND MADEC, G.	\HEAT BUDGET\OCEAN CIRCULATION\OCEAN MODEL\PACT\REF\TOGA COARE\COUNTRYFR\	Climate Dynamics, 14(1), 55-70.	1998.00
3016.00	A degradation approach to accelerate simulations to steady-state in a 3-D tracer transport model of the global ocean.	AUMONT, O., ORR, J.C., JAMOUS, D., MONFRAY, P., MARTI, O. AND MADEC, G.	\CARBON ISOTOPES\OCEAN CIRCULATION\OCEAN MODEL\REF\TRACERS\COUNTRYFR\	Climate Dynamics, 14(1), 101-116.	1998.00
3017.00	Drifting in the wind: leeway error in shipdrift data.	RICHARDSON, P.L.	\NAVIGATION\REF\SURFACE CURRENTS\WINDS\COUNTRYUS\	Deep-Sea Research I, 44(11), 1877-1903.	1997.00
3018.00	Transports across the Tasman Sea from WOCE repeat sections: the East Australian Current 1990-94.	CHISWELL, S.M., TOOLE, J. AND CHURCH, J.	\AIMS\EAST AUSTRALIA CURRENT\PACSW\REF\SEASONAL VARIABILITY\TRANSPORT\COUNTRYAU\COUNTRYNZ\COUNTRYUS\	New Zealand Journal of Marine and Freshwater Research, 31(4), 469-475.	1997.00
3019.00	The parametrization of lateral and bottom friction in depth integrated numerical models.	JONES, B. AND ELLIOTT, A.J.	\ADCP\BOTTOM FRICTION\MATHEMATICAL MODELS\PARAMETERIZATION\REF\STREAM FLOW\COUNTRYGB\	Journal of Marine Environmental Engineering, 3(1), 1-13.	1996.00
3020.00	Report on the maintenance of precision and accuracy of measurements of dissolved inorganic nutrients and dissolved oxygen over 43 days of measurements on Discovery Cruise 230 'FOUREX' (07 Aug - 19 Sep 1997).	HOLLEY, S.E.	\DISSOLVED OXYGEN\FIELDW\NUTRIENTS\COUNTRYGB\	Southampton Oceanography Centre Internal Document, No. 30, 34pp. (Unpublished manuscript)	1998.00
3021.00	Oxygen utilization rates in the Nansen Basin, Arctic Ocean: implications for new production.	ZHENG, Y., SCHLOSSER, P., SWIFT, J.H. AND JONES, E.P.	\ARC\NUTRIENTS\OXYGEN\PRIMARY PRODUCTION\REF\TRACERS\COUNTRYCA\COUNTRYUS\	Deep-Sea Research I, 44(12), 1923-1943.	1997.00
3022.00	Interpolation of TCO2 data on a 1 x 1 grid throughout the water column below 500 m depth in the Atlantic Ocean.	GOYET, C., HEALY, R., MCCUE, S.J. AND GLOVER, D.M.	\ATL\CARBON DIOXIDE\JGOFS\OXYGEN\REF\SALINITY\TEMPERATURE\COUNTRYUS\	Deep-Sea Research I, 44(12), 1945-1955.	1997.00
3023.00	A note on average cross-isopycnal mixing in the North Atlantic Ocean.	SPEER, K.G.	\AIMS\ADVECTION\ATLN\DIFFUSION\ISOPYCNALS\MIXING\REF\COUNTRYFR\	Deep-Sea Research I, 44(12), 1981-1990.	1997.00
3024.00	The effects on water mass formation of surface mixed layer time-dependence and entrainment fluxes.	GARRETT, C. AND TANDON, A.	\ADVECTION\ALGORITHMS\BUOYANCY\OCEAN CIRCULATION\REF\WATER MASSES\COUNTRYCA\	Deep-Sea Research I, 44(12), 1991-2006.	1997.00
3025.00	Evidence of change in the winter mixed layer in the northeast Pacific Ocean.	FREELAND, H., DENMAN, K., WONG, C.S., WHITNEY, F. AND JACQUES, R.	\AIMS\CLIVAR\MIXED LAYER\PACNE\REF\SALINITY\SST\TEMPORAL VARIATIONS\COUNTRYCA\	Deep-Sea Research I, 44(12), 2117-2129.	1997.00
3026.00	The Oceanography award.	ANONYMOUS	\CLIMATE\UNPUBW\COUNTRYGB\	Society for Underwater Technology News, No.56, p.2  1998.	1998.00
3027.00	NASA scatterometer provides global ocean-surface wind fields with more structures than numerical weather prediction.	LIU, W.T., TANG, W. AND POLITO, P.S.	\AIMS\NSCAT\PREDICTION\REF\SATELLITE SENSING\SCATTEROMETERS\WINDS\COUNTRYUS\	Geophysical Research Letters, 25(6), 761-764.	1998.00
3028.00	Distribution of Atlantic and Pacific water in the upper Arctic Ocean: implications for circulation.	JONES, E.P., ANDERSON, L.G. AND SWIFT, J.H.	\ARC\OCEAN CIRCULATION\REF\WATER MASSES\COUNTRYCA\COUNTRYSE\COUNTRYUS\	Geophysical Research Letters, 25(6), 765-768.	1998.00
3029.00	Global monthly precipitation estimates from satellite-observed outgoing longwave radiation.	XIE, P. AND ARKIN, P.A.	\ATMOSPHERIC PRECIPITATIONS\METEOROLOGY\RADIATION\REF\SATELLITE SENSING\COUNTRYUS\	Journal of Climate, 11(2), 137-164.	1998.00
3030.00	Advection ocean-atmosphere interaction: an analytical stochastic model with implications for decadal variability.	SARAVANAN, R. AND MCWILLIAMS, J.C.	\ADVECTION\AIR SEA INTERACTION\CLIMATE MODEL\CLIVAR\METEOROLOGY\OCEAN ATMOSPHERE SYSTEM\REF\STOCHASTIC PROCESSES\TEMPORAL VARIATIONS\COUNTRYUS\	Journal of Climate, 11(2), 165-188.	1998.00
3031.00	Ocean-atmosphere interaction in the making of the Walker circulation and equatorial cold tongue.	XIE, S.-P.	\AIR SEA INTERACTION\COUPLED MODEL\OCEAN ATMOSPHERE SYSTEM\PACT\REF\SST\COUNTRYJP\	Journal of Climate, 11(2), 189-201.	1998.00
3032.00	RRS Discovery Cruise 230, 07 Aug - 17 Sep 1997. Two hydrographic sections across the boundaries of the subpolar gyre: FOUREX.	BACON, S., et al	\ADCP\ATLN\CARBON DIOXIDE\CFC\CGFZ\CRUISES\DENMARK STRAIT\IRMINGER BASIN\LADCP\NUTRIENTS\OXYGEN\ROCKALL TROUGH\UNPUBW\COUNTRYGB\	Southampton Oceanography Centre Cruise Report, No. 16, 104pp.	1998.00
3033.00	Low-cost, endurance ocean profiler.	SIMONETTI, P.	\AIMS\FLOATS\PROFILERS\REF\SALINITY\TEMPERATURE\COUNTRYUS\	Sea Technology, 39(2), 17-21.	1998.00
3034.00	Physical oceanographic time-series sensors.	FOUGERE, A.J. AND TOOLE, J.	\AIMS\CTD\PROFILERS\REF\SENSORS\TIME SERIES\COUNTRYUS\	Sea Technology, 39(2), 57-63.	1998.00
3035.00	The basic effects of atmosphere-ocean thermal coupling on midlatitude variability.	BARSUGLI, J.J. AND BATTISTI, D.S.	\CLIVAR\COUPLED MODEL\ENERGY BUDGET\METEOROLOGY\OCEAN ATMOSPHERE SYSTEM\REF\COUNTRYUS\	Journal of the Atmospheric Sciences, 55(4), 477-493.	1998.00
3036.00	Latent heat flux and interannual variability of the coupled atmosphere-ocean system.	ZHOU, Z. AND CARTON, J.A.	\AIR SEA INTERACTION\COUPLED MODEL\HEAT TRANSFER\OCEAN ATMOSPHERE SYSTEM\REF\COUNTRYUS\	Journal of the Atmospheric Sciences, 55(4), 494-501.	1998.00
3037.00	The seasonal heat budget of the North Pacific: net heat flux and heat storage rates (1950-1990).	MOISAN, J.R. AND NIILER, P.P.	\AIMS\HEAT BUDGET\HEAT STORAGE\HEAT TRANSFER\PACN\REF\COUNTRYUS\	Journal of Physical Oceanography, 28(3), 401-421.	1998.00
3038.00	Exploring the relationship between eddy-induced transport velocity, vertical momentum transfer, and the isopycnal flux of potential vorticity.	GREATBATCH, R.J.	\AIMS\EDDIES\MOMENTUM TRANSFER\PARAMETERIZATION\REF\VORTICITY\COUNTRYCA\	Journal of Physical Oceanography, 28(3), 422-432.	1998.00
3039.00	Geographical variability of the first baroclinic Rossby radius of deformation.	CHELTON, D.B., DE SZOEKE, R.A., SCHLAX, M.G., EL NAGGAR, K. AND SIWERTZ, N.	\AIMS\BAROCLINIC MODE\CLIMATOLOGY\REF\ROSSBY RADIUS\COUNTRYFR\COUNTRYUS\	Journal of Physical Oceanography, 28(3), 433-460.	1998.00
3040.00	The vertical component of epineutral diffusion and the dianeutral component of horizontal diffusion.	OSBORN, T.J.	\AIMS\DIFFUSION\MIXING\REF\THERMOHALINE CIRCULATION\COUNTRYCA\	Journal of Physical Oceanography, 28(3), 485-494.	1998.00
3041.00	On the utility and disutility of JEBAR.	CANE, M.A., KAMENKOVICH, V.M. AND KRUPITSKY, A.	\BAROCLINIC MODE\BOTTOM TOPOGRAPHY EFFECTS\JEBAR\OCEAN CIRCULATION\REF\COUNTRYUS\	Journal of Physical Oceanography, 28(3), 519-526.	1998.00
3042.00	A deep eddy in the Antarctic intermediate water north of the Chatham Rise.	CHISWELL, S.M. AND SUTTON, P.J.H.	\AIMS\AAIW\EDDIES\PACSW\REF\COUNTRYNZ\	Journal of Physical Oceanography, 28(3), 535-540.	1998.00
3043.00	Sensitivity of simulated CFC-11 distributions in a global ocean model to the treatment of salt rejected during sea-ice formation.	CALDEIRA, K. AND DUFFY, P.B.	\ANT\CFC\MODELW\OCEAN MODEL\REF\SEA ICE\TRACERS\COUNTRYUS\	Geophysical Research Letters, 25(7), 1003-1006.	1998.00
3044.00	Arctic ice-ocean modeling with and without climate restoring.	ZHANG, J., HIBLER, W.D., STEELE, M. AND ROTHROCK, D.A.	\ARC\OCEAN CIRCULATION\OCEAN MODEL\REF\SEA ICE\COUNTRYUS\	Journal of Physical Oceanography, 28(2), 191-217.	1998.00
3045.00	Stability of Niiler's solution of the general circulation problem.	CRISCIANI, F.	\AIMS\OCEAN CIRCULATION\OCEAN MODEL\REF\COUNTRYIT\	Journal of Physical Oceanography, 28(2), 218-226.	1998.00
3046.00	Eddy-induced heat transport in a coupled ocean-atmospheric anomaly model.	DRIJFHOUT, S.S. AND WALSTEIJN, F.H.	\COUPLED MODEL\EDDIES\HEAT TRANSPORT\MODELW\REF\SST\COUNTRYNL\	Journal of Physical Oceanography, 28(2), 250-265.	1998.00
3047.00	Mode water variability in a model of the subtropical gyre: response to anomalous forcing.	HAZELEGER, W. AND DRIJFHOUT, S.S.	\GYRES\MODELW\OCEAN CIRCULATION\OCEAN MODEL\REF\COUNTRYNL\	Journal of Physical Oceanography, 28(2), 266-288.	1998.00
3048.00	A numerical simulation of the mean water pathways in the subtropical and tropical Pacfic Ocean.	ROTHSTEIN, L.M., ZHANG, R.-H., BUSALACCHI, A.J. AND CHEN, D.	\OCEAN CIRCULATION\OCEAN MODEL\PACT\REF\COUNTRYUS\	Journal of Physical Oceanography, 28(2), 322-343.	1998.00
3049.00	Tropical instability wave energetics: observations from the tropical instability wave experiment.	QIAO, L. AND WEISBERG, R.H.	\PACT\PLANETARY WAVES\REF\SURFACE CURRENTS\COUNTRYUS\	Journal of Physical Oceanography, 28(2), 345-360.	1998.00
3050.00	Multiple equilibria and transitions in a coupled ocean-atmosphere box model.	KRAVTSOV, S.V. AND DEWAR, W.K.	\AIMS\ATLN\CLIVAR\COUPLED MODEL\GLACIATION\REF\THERMOHALINE CIRCULATION\COUNTRYUS\	Journal of Physical Oceanography, 28(2), 389-397.	1998.00
3051.00	Spatial and temporal evolution of a Gulf Stream crest-warm core ring interaction.	HUMMON, J.M. AND ROSSBY, T.	\AIMS\ATLNW\EDDIES\GULF STREAM\OCEAN CIRCULATION\REF\SST\VORTICITY\COUNTRYUS\	Journal of Geophysical Research, 103(C2), 2795-2809.	1998.00
3052.00	Observations of meridional scale frequency dependence in the coupled tropical ocean-atmosphere system.	WANG, C. AND WEISBERG, R.H.	\COUPLED MODEL\MODELW\OCEAN ATMOSPHERE SYSTEM\REF\ROSSBY RADIUS\SST\COUNTRYUS\	Journal of Geophysical Research, 103(C2), 2811-2816.	1998.00
3053.00	Decadal-scale chemical variability in the subtropical North Atlantic deduced from nutrient and oxygen data.	GARCIA, H., CRUZADO, A., GORDON, L. AND ESCANEZ, J.	\COUPLED MODEL\MODELW\NUTRIENTS\OCEAN ATMOSPHERE SYSTEM\OXYGEN\REF\ROSSBY RADIUS\COUNTRYUS\	Journal of Geophysical Research, 103(C2), 2817-2830.	1998.00
3054.00	Measured and modeled CFC distribution of lower North Atlantic Deep Water in the Guiana Basin.	PLAHN, O. AND RHEIN, M.	\AIMS\ATLTW\CFC\NADW\OCEAN CIRCULATION\REF\TRACERS\COUNTRYDE\	Journal of Geophysical Research, 103(C2), 2831-2847.	1998.00
3055.00	Formation of 26.8-26.9 sigma theta water in the Kuril Basin of the Sea of Okhotsk as a possible origin of North Pacific Intermediate Water.	WATANABE, T. AND WAKATSUCHI, M.	\AIMS\MIXING\NPIW\OCEAN CIRCULATION\OKHOTSK SEA\PACNW\REF\WATER MASSES\COUNTRYJP\	Journal of Geophysical Research, 103(C2), 2849-2865.	1998.00
3056.00	Use of transient features to identify eastward currents in the Southern Ocean.	HUGHES, C.W., JONES, M.S. AND CARNOCHAN, S.	\AIMS\ACC\BOTTOM TOPOGRAPHY EFFECTS\OCEAN CIRCULATION\REF\SST\COUNTRYGB\	Journal of Geophysical Research, 103(C2), 2929-2943.	1998.00
3057.00	Separation of the Kuroshio water and its penetration onto the continental shelf west of Kyushu.	LIE, H.-J., CHO, C.-H., LEE, J.-H., NIILER, P. AND HU, J.-H.	\AIMS\CTD\EAST CHINA SEA\KUROSHIO\PACNW\REF\COUNTRYKR\COUNTRYUS\	Journal of Geophysical Research, 103(C2), 2963-2976.	1998.00
3058.00	A basin-scale oceanic instability event in the Gulf of Alaska.	THOMSON, R.E. AND GOWER, J.F.R.	\ALASKA GULF\COASTAL CURRENTS\EDDIES\OCEAN CIRCULATION\PACNE\REF\SATELLITE SENSING\SHELF DYNAMICS\COUNTRYCA\	Journal of Geophysical Research, 103(C2), 3033-3040.	1998.00
3059.00	Nonhydrostatic haline convection under leads in sea ice.	SMITH, D.C. AND MORISON, J.H.	\ARC\CONVECTION\HALOCLINE\REF\SEA ICE\THERMOHALINE CIRCULATION\COUNTRYUS\	Journal of Geophysical Research, 103(C2), 3233-3247.	1998.00
3060.00	A consideration of tracer advection schemes in a primitive equation ocean model.	HECHT, M.W., BRYAN, F.O. AND HOLLAND, W.R.	\AIMS\ADVECTION\MATHEMATICAL PROGRAMMES\OCEAN MODEL\REF\SALINITY\TEMPERATURE\TRACERS\COUNTRYUS\	Journal of Geophysical Research, 103(C2), 3301-3321.	1998.00
3061.00	Observations of the diurnal cycle of carbon dioxide in the near-water atmospheric layer in the tropical Atlantic.	BUDNIKOV, A.A. AND LAPSHIN, V.B.	\AEROSOLS\ATLT\CARBON CYCLE\CARBON DIOXIDE\PRIMARY PRODUCTION\REF\SURFACE LAYER\COUNTRYRU\	Russian Meteorology and Hydrology, 1997(7), 47-52.	1997.00
3062.00	Mixed results from the Labrador Sea.	NADIS, S.	\ATLNNW\LABRADOR SEA\NADW\REF\COUNTRYUS\	Science, 280(5362), p.375.	1998.00
3063.00	Fluxes of soluble gases in the marine atmosphere surface layer.	GEERNAERT, L.L.S., GEERNAERT, G.L., GRANBY, K. AND ASMAN, W.A.H.	\AIR SEA INTERACTION\ATMOSPHERIC CHEMISTRY\BIOGEOCHEMISTRY\NITRATE\REF\SURFACE LAYER\COUNTRYDK\	Tellus, 50B(2), 111-127.	1998.00
3064.00	Changing concentration, lifetime and climate forcing of atmospheric methane.	LELIEVELD, J., CRUTZEN, P.J. AND DENTENER, F.J.	\ATMOSPHERIC CHEMISTRY\CLIMATE CHANGES\GREENHOUSE EFFECT\METEOROLOGY\METHANE\REF\COUNTRYDE\COUNTRYNL\	Tellus, 50B(2), 128-150.	1998.00
3065.00	The central and eastern Arabian Sea as a perennial source of atmospheric carbon dioxide.	SARMA, V.V.S.S., KUMAR, M.D. AND GEORGE, M.D.	\AIR SEA INTERACTION\ARABIAN SEA\ATMOSPHERIC CHEMISTRY\CARBON DIOXIDE\INDNW\JGOFS\PARTIAL PRESSURE\REF\COUNTRYIN\	Tellus, 50B(2), 179-184.	1998.00
3066.00	Variability of delta pCO2 in the subarctic North Pacific.  A comparison of results from four expeditions.	MURPHY, P.P., HARRISON, D.E., FEELY, R.A., TAKAHASHI, T., WEISS, R.F. AND GAMMON, R.H.	\AIMS\AIR SEA INTERACTION\CARBON DIOXIDE\PACN\PARTIAL PRESSURE\REF\COUNTRYUS\	Tellus, 50B(2), 185-204.	1998.00
3067.00	A streamtube model of rotating turbidity currents.	EMMS, P.W.	\AIMS\MATHEMATICAL MODELS\REF\ROTATING FLUIDS\COUNTRYGB\	Journal of Marine Research, 56(1), 41-74.	1998.00
3068.00	The influence of the ambient flow on the spreading of convected water masses.	LEGG, S. AND MARSHALL, J.	\BUOYANCY\CONVECTION\MIXING\OCEAN CIRCULATION\OCEAN MODEL\REF\VORTICES\WATER MASSES\COUNTRYUS\	Journal of Marine Research, 56(1), 107-139.	1998.00
3069.00	Data assimilation by optimal control method in a 3D coastal oceanic model: the problem of discretization.	LELLOUCHE, J.-M., DEVENON, J.-L. AND DEKEYSER, I.	\DATA ASSIMILATION\MODELW\OCEAN CIRCULATION\OCEAN MODEL\REF\COUNTRYFR\	Journal of Atmospheric and Oceanic Technology, 15(2), 470-481.	1998.00
3070.00	Time step sensitivity and accelerated spinup of an ocean GCM with a complex mixing scheme.	WOOD, R.A.	\MIXING\MODELW\OCEAN CIRCULATION\OCEAN MODEL\REF\TRACERS\COUNTRYGB\	Journal of Atmospheric and Oceanic Technology, 15(2), 482-495.	1998.00
3071.00	Decadal variability of temperature at a depth of 400 meters in the North Pacific Ocean.	ZHANG, R.-H.	\CLIVAR\GEOSTROPHY\GYRES\PACN\REF\SST\TEMPERATURE ANOMALIES\TEMPORAL VARIATIONS\THERMOCLINE\COUNTRYUS\	Geophysical Research Letters, 25(8), 1197-1200.	1998.00
3072.00	Oxygen-18 variations in a global ocean model.	SCHMIDT, G.A.	\MODELW\OCEAN MODEL\OXYGEN ISOTOPES\REF\SALINITY\TRACERS\COUNTRYUS\	Geophysical Research Letters, 25(8), 1201-1204.	1998.00
3073.00	Evolution of mixed Rossby gravity waves.	MOORE, D.W., KLOOSTERZIEL, R.C. AND KESSLER, W.S.	\OCEAN CIRCULATION\OCEAN MODEL\PLANETARY WAVES\REF\COUNTRYUS\	Journal of Geophysical Research, 103(C3), 5331-5346.	1998.00
3074.00	Impacts of precipitation in the upper ocean in the western Pacific warm pool during TOGA-COARE.	LI, X., SUI, C.-H., ADAMEC, D. AND LAU, K.-M.	\ATMOSPHERIC PRECIPITATIONS\METEOROLOGY\OCEAN MODEL\PACTW\REF\SALINITY\SST\TOGA COARE\COUNTRYUS\	Journal of Geophysical Research, 103(C3), 5347-5359.	1998.00
3075.00	Rain-formed barrier layer of the western equatorial Pacific warm pool: a case study.	YOU, Y.	\ATMOSPHERIC PRECIPITATIONS\HALOCLINE\PACTW\REF\SALINITY\SST\THERMOCLINE\TOGA COARE\COUNTRYAU\	Journal of Geophysical Research, 103(C3), 5361-5378.	1998.00
3076.00	Radiant heating of the western equatorial Pacific during TOGA-COARE.	OHLMANN, J.C., SIEGEL, D.A. AND WASHBURN, L.	\CHLOROPHYLL\OCEAN MODEL\PACTW\REF\SOLAR RADIATION\SST\TOGA COARE\COUNTRYUS\	Journal of Geophysical Research, 103(C3), 5379-5395.	1998.00
3077.00	On deep western boundary currents.	CEMBER, R.P.	\BOUNDARY CURRENTS\DEEP WATER\NADW\OCEAN CIRCULATION\OCEAN MODEL\REF\COUNTRYUS\	Journal of Geophysical Research, 103(C3), 5397-5417.	1998.00
3078.00	Path of the North Atlantic Deep Water in the Brazil Basin.	ZANGENBERG, N. AND SIEDLER, G.	\AIMS\ATLTW\BRAZIL BASIN\NADW\OCEAN CIRCULATION\REF\VORTICITY\WATER MASSES\COUNTRYDE\	Journal of Geophysical Research, 103(C3), 5419-5428.	1998.00
3079.00	Direct measurements of western boundary currents off Brazil between 20S and 28S.	MULLER, T.J., IKEDA, Y., ZANGENBERG, N. AND NONATO, L.V.	\AIMS\ATLTW\BOUNDARY CURRENTS\BRAZIL BASIN\CURRENT MEASUREMENT\NADW\OCEAN CIRCULATION\REF\WATER MASSES\COUNTRYBR\COUNTRYDE\	Journal of Geophysical Research, 103(C3), 5429-5437.	1998.00
3080.00	Variability in the South Pacific Deep Western Boundary Current from current meter observations and a high-resolution global model.	MOORE, M.I. AND WILKIN, J.L.	\AIMS\CURRENT METER DATA\DEEP WESTERN BOUNDARY CURRENT\OCEAN CIRCULATION\OCEAN MODEL\PACS\REF\COUNTRYAU\COUNTRYNZ\	Journal of Geophysical Research, 103(C3), 5439-5457.	1998.00
3081.00	Effects of topographic steering and ambient stratification on overflows on continental slopes: a model study.	JIANG, L. AND GARWOOD, R.W.	\BOTTOM TOPOGRAPHY EFFECTS\CONTINENTAL SLOPE\OCEAN CIRCULATION\OCEAN MODEL\OVERFLOW\PLUMES\REF\COUNTRYUS\	Journal of Geophysical Research, 103(C3), 5459-5476.	1998.00
3082.00	Nature of global large-scale sea level variability in relation to atmospheric forcing: a modeling study.	FUKUMORI, I., RAGHUNATH, R. AND FU, L.-L.	\AIMS\OCEAN CIRCULATION\OCEAN MODEL\REF\SEA LEVEL\TOPEX-POSEIDON\COUNTRYUS\	Journal of Geophysical Research, 103(C3), 5493-5512.	1998.00
3083.00	A hydrodynamic ocean tide model improved by assimilating a satellite altimeter-derived data set.	LE PROVOST, C., LYARD, F., MOLINES, J.M., GENCO, M.L. AND RABILLOUD, F.	\AIMS\DATA ASSIMILATION\REF\SATELLITE ALTIMETRY\TIDAL MODELS\COUNTRYFR\	Journal of Geophysical Research, 103(C3), 5513-5529.	1998.00
3084.00	Model parameter estimation from data assimilation modeling: temporal and spatial variability of the bottom drag coefficient.	ULLMAN, D.S. AND WILSON, R.E.	\ADCP\ATLNW\CTD\CURRENT PROFILES\DATA ASSIMILATION\REF\TIDAL MODELS\COUNTRYUS\	Journal of Geophysical Research, 103(C3), 5531-5549.	1998.00
3085.00	Determining geostrophic velocity shear profiles with inverted echo sounders.	HE, Y., WATTS, D.R. AND TRACEY, K.L.	\AIMS\ATLNW\BAROCLINIC MOTION\ECHO SOUNDERS\GEOSTROPHY\GULF STREAM\REF\THERMOCLINE\COUNTRYUS\	Journal of Geophysical Research, 103(C3), 5607-5622.	1998.00
