Section P
September 1951 - July 1969
P-1 through P-____?

Public release photos of JPL projects, visitors to JPL, portraits and group photos of employees, social events, club activities, early facilities photos,  ...

There are 17 P-numbered photo albums ... when visiting the Archives to view photos, please request specific photo album numbers, such as photo album P1, or P17.

Dates seen in the index are the dates the photographs were entered into the Photo Lab index and filed.  This is not necessarily the date the photo was actually taken.

(U) - Unclassified


Photo Album P1  (Contains photograph numbers P-1 through P-____)

Date
Entered	Photo #	Description				
10-20-67	P-8198		Mariner Venus (Mariner 5) , von Karman press conference
10-18-67	P-8199AcBc	Mariner 5 trajectory model


10-23-67	P-8200AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8201AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8202AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8203AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8204AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8205AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8206AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8207AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8208AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8209AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8210AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8211AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8212AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8213AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8214AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8215AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-23-67	P-8216AB	Mariner Venus (Mariner 5) press conference encounter plus 4 days
10-26-67	P-8217AB	NASA presentation of merit award, John Warden
10-25-67	P-8218AB	Award presentation to W. E. Kirhofer
10-25-67	P-8219AB	Award presentation to W. E. Kirhofer
10-25-67	P-8220AB	Award presentation to W. E. Kirhofer
10-25-67	P-8221AB	Award presentation to W. E. Kirhofer
10-25-67	P-8222AB	Award presentation to W. E. Kirhofer
10-25-67	P-8223		Award presentation to W. E. Kirhofer
10-25-67	P-8224AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8225AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8226AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8227AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8228AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8229AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967


10-25-67	P-8230AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8231AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8232AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8233AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8234AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8235AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8236AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8237AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8238AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8239AB	Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-25-67	P-8240		Mariner Mars 1964 (Mariner 3) (Mariner 4) restart of midcourse motor, 1967
10-27-67	P-8241AB	Laser application communication, Dr. Tcherven and Dr. Lewicki
10-27-67	P-8242AB	Laser application communication, Dr. Tcherven and Dr. Lewicki
10-27-67	P-8243AB	Laser application communication, Dr. Tcherven and Dr. Lewicki
10-30-67	P-8244		Surveyor 6 target area
10-27-67	P-8245		Portrait of Joe Yurcic
10-31-67	P-8246		Mariner Venus (Mariner 5) encounter press conference, l - entry
(night side) atmospheric scale height
10-31-67	P-8247		Mariner Venus (Mariner 5) encounter press conference, 2 - 
plasma and magnetic field data near Venus
10-31-67	P-8248		Mariner Venus (Mariner 5) encounter press conference, 3 - 
beginning of neutral atmosphere
10-31-67	P-8249		Mariner Venus (Mariner 5) encounter press conference, 4 - loss 
of signal
10-31-67	P-8250		Mariner Venus (Mariner 5) encounter press conference, 5 - 
signal reacquired
10-31-67	P-8251		Mariner Venus (Mariner 5) encounter press conference, 6 - end
of neutral atmosphere
10-31-67	P-8252		Mariner Venus (Mariner 5) encounter press conference, 7 - 
S-Band occultation, Doppler shift at signal reacquisition
10-31-67	P-8253		Mariner Venus (Mariner 5) encounter press conference, 8 - S-
band occultation, signal strength during entry
10-31-67	P-8254		Mariner Venus (Mariner 5) encounter press conference, 9 - 
determination of astronomical unit and Venus mass by Mariner 5, 
46,000,000 miles
10-31-67	P-8255		Mariner Venus (Mariner 5) encounter press conference, 10 - 
determination of astronomical unit and Venus mass by Mariner 5,
50,000,000 miles
10-31-67	P-8256		Mariner Venus (Mariner 5) encounter press conference, 11 - S-
Band occultation Doppler shift at entry, loss of signal at E minus 14
seconds


10-31-67	P-8257		Mariner Venus (Mariner 5) encounter press conference, 12 - 
determinations of the mass of the moon, Delano (1950)
10-31-67	P-8258		Mariner Venus (Mariner 5) encounter press conference, 13 - 
proton measurements with Mariner 5 and Explorer 35
10-31-67	P-8259		Mariner Venus (Mariner 5) encounter press conference, 14 - 
development experience
10-31-67	P-8260		Mariner Venus (Mariner 5) encounter press conference, 15 - 
Mariner 5 magnetic field data near Earth
10-31-67	P-8261		Mariner Venus (Mariner 5) encounter press conference, 16 - 
solar x-ray flare, Mariner 5, University of Iowa
10-31-67	P-8262		Mariner Venus (Mariner 5) encounter press conference, 17 - 
Mariner 5 encounter timing
10-31-67	P-8263		Mariner Venus (Mariner 5) encounter press conference, 18 - 
interplanetary plasma
10-31-67	P-8264		Mariner Venus (Mariner 5) encounter press conference, 19 - 
Mariner 5 project objectives
10-31-67	P-8265		Mariner Venus (Mariner 5) encounter press conference, 20 - 
preliminary, Mariner 5 celestial mechanics results
10-31-67	P-8266		Mariner Venus (Mariner 5) encounter press conference, 21 - 
trapped particle observations with Mariner 5, 14 June 1967
10-31-67	P-8267		Mariner Venus (Mariner 5) V '67 encounter press conference, 22 
Mariner 5 orbit relative to sun-Venus axis
10-31-67	P-8268		Mariner Venus (Mariner 5) encounter press conference, 23 - 
plasma and magnetic field perturbations
10-31-67	P-8269		Mariner Venus (Mariner 5) encounter press conference, 24 - 
detector B University of Iowa, M/5, 19 Oct 1967
10-31-67	P-8270		Mariner Venus (Mariner 5) encounter press conference, 25 - 
determination of Earth/moon mass ration by Mariner 5 motion of 
Earth disturbed by moon
10-31-67	P-8271		Mariner Venus (Mariner 5) encounter press conference, 26 
encounter orbit viewed from the Earth
10-31-67	P-8272		Mariner Venus (Mariner 5) encounter press conference, 27 - 
determination of the mass of the moon combined, Rangers 6, 7, 8, 9
10-31-67	P-8273		Mariner Venus (Mariner 5) encounter press conference, 28 - 
distance from planet center, KM, planet surface
10-31-67	P-8274		Mariner Venus (Mariner 5) encounter press conference, 29 - 
Schlieren photo
10-31-67	P-8275		Mariner Venus (Mariner 5) encounter press conference, 30 - 
view from the sun
10-31-67	P-8276		Mariner Venus (Mariner 5) encounter press conference, 31 -
S-band occultation, Doppler shift at entry, beginning of neutral atmosphere
10-31-67	P-8277		Mariner Venus (Mariner 5) encounter press conference, 32 - 
comparison of Venus mass determinations
10-31-67	P-8278		Mariner Venus (Mariner 5) encounter press conference, 33 - 
S-band occultation, Doppler shift at signal reacquisition exit (daytime)
10-31-67	P-8279		Mariner Venus (Mariner 5) encounter press conference, 34 - 
solar wind verses rarefaction shock
10-31-67	P-8280		Mariner Venus (Mariner 5) encounter press conference, 35 - 
distance from center of Earth, KM, sun acquired, Earth's surface
10-30-67	P-8281AB	JPL safe driving awards
10-30-67	P-8282AB	JPL safe driving awards


11-1-67	P-8283		Dr. Stanley Butman, portrait
11-2-67	P-8284		Service award, Clifford H. Rumin, Frank R. Kromka
11-1-67	P-8285		NASA Pasadena Division manager, Mr. E. J. Sample
11-1-67	P-8286		NASA Pasadena Division manager, Mr. Geo. D. Nash
11-1-67	P-8287		NASA Pasadena Division manager, Mr. Paul A. Sailer
11-1-67	P-8288		NASA Pasadena Division manager, Mr. E. M. Elliott
11-1-67	P-8289		NASA Pasadena Division manager, Mr. J. H. Warden
11-1-67	P-8290		NASA Pasadena Division manager, Mr. Philip Travis
11-1-67	P-8291		NASA Pasadena Division manager, Mr. Paul Ross
11-1-67	P-8292		NASA Pasadena Division manager, Mr. Alex Mirosan
11-1-67	P-8293		NASA Pasadena Division manager, Mr. Cliff Rumin
11-3-67	P-8294AB	Ranger 7, computer enhanced frames
11-3-67	P-8295		Ranger 7, computer enhanced frames
11-3-67	P-8296		J. Chernoff, Dr. Lewicki and Laser Equipment
11-6-67	P-8297		Mariner 4, frame 11, before and after enhancement 
11-6-67	P-8298		Dr. Norman Horowitz, portrait
11-8-67	P-8299AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8300AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8301AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8302AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8303AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8304AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8305AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8306AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8307AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8308AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8309AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-8-67	P-8310AB	Surveyor 6 midcourse maneuvers, Space Flight Operations Facility (SFOF)
11-9-67	P-8311AB	Dr. William Pickering and P. C. Ryan
11-9-67	P-8312AB	Dr. William Pickering and P. C. Ryan


11-9-67	P-8313AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8314AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8315AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8316AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8317AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8318AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8319AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8320AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8321AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8322AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8323AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8324AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8325AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8326AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
11-9-67	P-8327AB	Surveyor 6 touchdown and post press conference, Space Flight Operations
Facility (SFOF)
P-8328		Void
11-14-67	P-8329		J. A. Hall
11-27-67	P-8330		Russian antennas
11-27-67	P-8331		Robertson Stevens, portrait
11-22-67	P-8332AB	Aerial views, JPL
11-22-67	P-8333AB	Aerial views, JPL
11-22-67	P-8334AB	Aerial views, JPL
11-22-67	P-8335A	Aerial view, JPL
11-22-67	P-8336AB	Aerial views, JPL
11-22-67	P-8337AB	Aerial views, JPL
11-22-67	P-8338AB	Aerial views, JPL
11-22-67	P-8339		Aerial view, JPL
11-22-67	P-8340AB	Gemini flight
11-22-67	P-8341AB	Gemini flight


11-22-67	P-8342AcBc	Aerial views, JPL
11-22-67	P-8343AcBc	Aerial views, JPL
11-22-67	P-8344AcBc	Aerial views, JPL
11-22-67	P-8345AcBc	Aerial views, JPL
11-22-67	P-8346AcBc	Aerial views, JPL
11-22-67	P-8347AcBc	Aerial views, JPL
11-22-67	P-8348AcBc	Aerial views, JPL
11-22-67	P-8349AcBc	Aerial views, JPL
11-29-67	P-8350AB	Surveyor 7, 16th scale model press kit
12-4-67	P-8351AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8352AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8353AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8354AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8355AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8356AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8357AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8358AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8359AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8360AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8361AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8362AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8363AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8364AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8365AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8366AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8367AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8368AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8369AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8370AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8371AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering
12-4-67	P-8372AB	Congressional visit, Space Flight Operations Facility (SFOF), Dr. William
Pickering


12-5-67	P-8373AB	Surveyor 7, surface sampler working area 
12-5-67	P-8374		Surveyor 7,  (U.S. Air Force) USAF lunar reference mosaic
12-6-67	P-8375		Joseph G. Grosch, portrait
12-6-67	P-8376AcBc	Surveyor G (Surveyor 7) mission, spacecraft television laboratory, Dr. Ron				Scott
12-6-67	P-8377AcBc	Surveyor G (Surveyor 7) mission, spacecraft television laboratory, Dr. Ron				Scott
12-6-67	P-8378AcBc	Surveyor G (Surveyor 7) mission, spacecraft television laboratory, Dr. Ron				Scott
12-6-67	P-8379AcBc	Surveyor G (Surveyor 7) mission, spacecraft television laboratory, Dr. Ron				Scott
11-9-67	P-8380		Surveyor 6, press release 1, GMT 04:18:05, day 314, GDHS index
file 00101
11-9-67	P-8381		Surveyor 6, press release 2, GMT 04:11:42, day 314, GDHS index
file, 00100
11-9-67	P-8382		Surveyor 6, press release 3, GMT 04:07:54, day 314, GDHS index
file, 00072
11-9-67	P-8383		Surveyor 6, press release 4, GMT 04:21:27, day 314, GDHS index
file, 00114
11-9-67	P-8384		Surveyor 6, press release 5, GMT 05:06:18, day 314, GDHS index
file, 00302
11-9-67	P-8385		Surveyor 6, press release 6, GMT 04:37:07, day 314, GDHS index
file, 00170
11-9-67	P-8386		Surveyor 6, press release 7, mosaic
11-9-67	P-8387		Surveyor 6, press release 8, GMT 04:26:59, day 315, GDHS index
file, 02703
11-9-67	P-8388		Surveyor 6, press release 9, GMT 01:28:20, day 315, GDHS index
file, 01314
11-9-67	P-8389		Surveyor 6, press release 10, GMT, none
11-9-67	P-8390		Surveyor 6, press release 11, GMT 11:13:36, day 315, GDHS index
file, 33614
12-7-67	P-8391AB	Medical calcaneus, computer enhanced
12-7-67	P-8392		Medical calcaneus, computer enhanced
12-11-67	P-8393AB	Surveyor G (Surveyor 7) Hughes pictures of spacecraft
12-11-67	P-8394AB	Surveyor G (Surveyor 7) Hughes pictures of spacecraft
12-11-67	P-8395AB	Surveyor G (Surveyor 7) Hughes pictures of spacecraft
12-11-67	P-8396		Surveyor G (Surveyor 7) Hughes pictures of spacecraft


12-14-67	P-8397		Surveyor 6, Washington D. C. press conference, W-2 (P-6577)
12-14-67	P-8398		Surveyor 6, Washington D. C. press conference, W-4, 321-11:12:55,
ID 33603 (70mm file)
12-14-67	P-8399		Surveyor 6, Washington D. C. press conference, W-5 (P-6623B)
12-14-67	P-8400		Surveyor 6, Washington D. C. press conference, W-6, 321-07:29:52,
ID 33165 (70mm file)
12-14-67	P-8401		Surveyor 6, Washington D. C. press conference, W-7, 323-06:53:20,
ID 42347 (70 mm file)
12-14-67	P-8402		Surveyor 6, Washington D. C. press conference, W-10, 321-09:07:31,
ID 33276 (70 mm file)
12-14-67	P-8403		Surveyor 6, Washington D. C. press conference, W-11, 323-03:41:59,
ID 40572 (70 mm file)
12-14-67	P-8404		Surveyor 6, Washington D. C. press conference, W-12 322-03:18:52,
ID 34753
12-14-67	P-8405		Surveyor 6, Washington D. C. press conference, W-13 321-07:13:54, ID
33023
12-14-67	P-8406		Surveyor 6, Washington D. C. press conference, W-14 (211-2146AA)
12-14-67	P-8407		Surveyor 6, Washington D. C. press conference, W-15, 319-06-10:21,
ID 22515 (70mm file)
12-14-67	P-8408		Surveyor 6, Washington D. C. press conference, W-17, mosaic
12-14-67	P-8409		Surveyor 6, Washington D. C. press conference, W-20, 321-11-07:03,
ID 33540 (70 mm File)
12-14-67	P-8410		Surveyor 6, Washington D. C. press conference, W-21, 323-04:59:57,
ID 41355 (70 mm file)
12-14-67	P-8411		Surveyor 6, Washington D. C. press conference, W-22 (211-2255)
12-14-67	P-8412		Surveyor 6, Washington D. C. press conference, W-23 (211-2429A)
12-14-67	P-8413		Surveyor 6, Washington D. C. press conference, W-24 (211-2429B)
12-14-67	P-8414		Surveyor 6, Washington D. C. press conference, W-25 (211-2413A)
12-14-67	P-8415		Surveyor 6, Washington D. C. press conference, W-26 (211-2415)
12-14-67	P-8416		Surveyor 6, Washington D. C. press conference, W-27 (211-2414A)
12-14-67	P-8417		Surveyor 6, Washington D. C. press conference, W-28 (211-2414B)
12-14-67	P-8418		Surveyor 6, Washington D. C. press conference, W-29, 328-18:37:02,
ID 20235 (70 mm file)
12-14-67	P-8419		Surveyor 6, Washington D. C. press conference, W-30, 328-14:18:30,
ID 20012 (70 mm file)
12-14-67	P-8420		Surveyor 6, Washington D. C. press conference, W-31 (M-3273B)
12-14-67	P-8421		Surveyor 6, Washington D. C. press conference, W-32 (P-7816AA)
12-14-67	P-8422		Surveyor 6, Washington D. C. press conference, W-33, lunar ORB
5, 128H Center
12-14-67	P-8423		Surveyor 6, Washington D. C. press conference, W-34 (structure)
12-14-67	P-8424		Surveyor 6, Washington D. C. press conference, W-35 (particle behavior)
12-14-67	P-8425		Surveyor 6, Washington D. C. press conference, W-36 (radar reflection)


12-14-67	P-8426		Surveyor 6, Washington D. C. press conference, W-37 (bearing strength
12-14-67	P-8427		Surveyor 6, Washington D. C. press conference, W-38 (Apollo landing)
12-14-67	P-8428		Surveyor 6, Washington D. C. press conference, W-39 (rock composition)
12-14-67	P-8429		Surveyor 6, Washington D. C. press conference, W-40 (uniformity)
