stcty,reg,div,stname,ctyname,time,popestimate,popest_male,popest_fem,under5_tot,under5_male,under5_fem,age513_tot,age513_male,age513_fem,age1417_tot,age1417_male,age1417_fem,age1824_tot,age1824_male,age1824_fem,age16plus_tot,age16plus_male,age16plus_fem,age18plus_tot,age18plus_male,age18plus_fem,age1544_tot,age1544_male,age1544_fem,age65plus_tot,age65plus_male,age65plus_fem,age85plus_tot,age85plus_male,age85plus_fem
45049,3,5,South Carolina,Hampton County,6,21391,10837,10554,1477,758,719,2844,1423,1421,1375,693,682,2077,1085,992,16352,8305,8047,15695,7963,7732,8998,4936,4062,2631,1026,1605,348,113,235
45051,3,5,South Carolina,Horry County,6,210757,103691,107066,12762,6532,6230,22298,11457,10841,9964,5124,4840,19028,9748,9280,170658,83116,87542,165733,80578,85155,87420,44600,42820,32894,14667,18227,2737,959,1778
45053,3,5,South Carolina,Jasper County,6,20998,11086,9912,1415,716,699,2807,1486,1321,1223,628,595,2242,1316,926,16161,8583,7578,15553,8256,7297,9340,5339,4001,2312,1013,1299,307,109,198
45055,3,5,South Carolina,Kershaw County,6,54481,26263,28218,3612,1838,1774,6856,3496,3360,3248,1664,1584,4883,2474,2409,42318,20042,22276,40765,19265,21500,21815,10708,11107,6920,2783,4137,726,199,527
45057,3,5,South Carolina,Lancaster County,6,62520,31024,31496,4135,2078,2057,7846,4167,3679,3575,1814,1761,5698,3053,2645,48661,23843,24818,46964,22965,23999,26168,13628,12540,7645,2988,4657,896,212,684
45059,3,5,South Carolina,Laurens County,6,70269,34131,36138,4276,2189,2087,8770,4521,4249,4108,2084,2024,6926,3597,3329,55064,26334,28730,53115,25337,27778,29201,14578,14623,9142,3578,5564,1093,275,818
45061,3,5,South Carolina,Lee County,6,20331,10264,10067,1349,703,646,2480,1265,1215,1164,560,604,2250,1271,979,15929,8016,7913,15338,7736,7602,8782,4788,3994,2428,906,1522,327,89,238
45063,3,5,South Carolina,Lexington County,6,226528,110432,116096,15094,7808,7286,29102,14956,14146,13102,6589,6513,19763,9930,9833,175633,84282,91351,169230,81079,88151,96241,47464,48777,24148,9970,14178,2741,726,2015
45065,3,5,South Carolina,McCormick County,6,10233,5456,4777,458,240,218,896,451,445,544,298,246,933,582,351,8609,4612,3997,8335,4467,3868,4101,2478,1623,1857,834,1023,170,51,119
45067,3,5,South Carolina,Marion County,6,35113,16312,18801,2517,1349,1168,4652,2393,2259,2117,1049,1068,3582,1756,1826,26877,12022,14855,25827,11521,14306,14021,6598,7423,4356,1612,2744,535,159,376
45069,3,5,South Carolina,Marlboro County,6,28411,13925,14486,2057,1084,973,3568,1827,1741,1690,831,859,2790,1542,1248,21985,10638,11347,21096,10183,10913,11992,6348,5644,3454,1242,2212,459,113,346
45071,3,5,South Carolina,Newberry County,6,36840,17941,18899,2391,1222,1169,4335,2235,2100,1938,1016,922,3888,1991,1897,29118,13965,15153,28176,13468,14708,15097,7613,7484,5269,2087,3182,764,187,577
45073,3,5,South Carolina,Oconee County,6,68523,33695,34828,3898,1990,1908,7803,4036,3767,3495,1838,1657,5673,2898,2775,55018,26704,28314,53327,25831,27496,26097,13208,12889,11376,5023,6353,1031,298,733
45075,3,5,South Carolina,Orangeburg County,6,91028,42275,48753,6296,3174,3122,11232,5771,5461,5273,2590,2683,11201,5235,5966,70861,32024,38837,68227,30740,37487,37628,17526,20102,12352,4909,7443,1551,390,1161
45077,3,5,South Carolina,Pickens County,6,112859,56503,56356,6595,3418,3177,12462,6339,6123,5592,2829,2763,17126,8985,8141,90883,45250,45633,88210,43917,44293,53258,27633,25625,13465,5650,7815,1830,542,1288
45079,3,5,South Carolina,Richland County,6,332104,160373,171731,22097,11271,10826,39493,19935,19558,18623,9794,8829,43612,22099,21513,261288,124356,136932,251891,119373,132518,159362,78949,80413,32124,12597,19527,3669,994,2675
45081,3,5,South Carolina,Saluda County,6,19087,9526,9561,1249,621,628,2325,1184,1141,1003,538,465,1938,1061,877,15019,7457,7562,14510,7183,7327,7729,4048,3681,2707,1120,1587,351,74,277
45083,3,5,South Carolina,Spartanburg County,6,261281,127189,134092,16704,8534,8170,32795,16987,15808,14329,7152,7177,24661,12284,12377,204477,98034,106443,197453,94516,102937,109839,54973,54866,32818,13056,19762,4080,1071,3009
45085,3,5,South Carolina,Sumter County,6,105958,51116,54842,8486,4328,4158,14578,7441,7137,6565,3316,3249,11256,5796,5460,79582,37684,41898,76329,36031,40298,45096,22487,22609,12586,4858,7728,1454,365,1089
45087,3,5,South Carolina,Union County,6,29105,13610,15495,1787,838,949,3429,1723,1706,1609,815,794,2380,1173,1207,23021,10603,12418,22280,10234,12046,11071,5357,5714,4711,1803,2908,610,175,435
45089,3,5,South Carolina,Williamsburg County,6,36008,16864,19144,2624,1368,1256,4867,2513,2354,2364,1206,1158,3513,1776,1737,27370,12397,14973,26153,11777,14376,13716,6475,7241,4778,1802,2976,567,162,405
45091,3,5,South Carolina,York County,6,178070,86600,91470,11695,5954,5741,23053,11838,11215,10679,5520,5159,18041,8545,9496,137815,65988,71827,132643,63288,69355,78667,38483,40184,18606,7589,11017,2019,538,1481
