23  1001
Margitan, J. J., Sen, B.
Jet Propulsion Laboratory (JPL)
Ozone  (Balloon UV in situ Photometer)
BOS
1 1
2003 09 16    2003 10 13
0
Elapsed time in UT seconds from 0 hours on the given flight date
2
1.0 1.0
 9999.99 99.999
Pressure (mb)
Ozone Mixing Ratio (ppm)
  1

  6
****** Preliminary Data ******
Data from the Dual Beam, in situ UV Photometer flown aboard the OMS 
in situ gondola from Ft. Sumner NM  34.5N, 255.8E.
Pressure and Ozone retrieved from on-board data.
Estimated ozone accuracy is 5%.
 UTsec   P(mb)  O3(ppm)
 60498   38.20   3.089
 60499   38.18   3.185
 60500   38.15   3.162
 60501   38.11   3.222
 60502   38.08   3.243
 60503   38.05   3.241
 60504   38.01   3.240
 60505   37.98   3.224
 60506   37.95   3.178
 60507   37.92   3.194
 60508   37.88   3.169
 60509   37.85   3.127
 60510   37.81   3.157
 60511   37.78   3.147
 60512   37.74   3.144
 60513   37.71   3.156
 60514   37.67   3.197
 60515   37.64   3.178
 60516   37.60   3.189
 60517   37.57   3.224
 60518   37.52   3.244
 60519   37.50   3.189
 60520   37.47   3.201
 60521   37.44   3.198
 60522   37.41   3.162
 60523   37.38   3.193
 60524   37.35   3.187
 60525   37.32   3.221
 60526   37.29   3.232
 60527   37.26   3.216
 60528   37.22   3.218
 60529   37.20   3.212
 60530   37.17   3.224
 60531   37.14   3.229
 60532   37.11   3.230
 60533   37.08   3.252
 60534   37.05   3.253
 60535   37.02   3.275
 60536   36.99   3.293
 60537   36.95   3.275
 60538   36.91   3.281
 60539   36.89   3.203
 60540   36.86   3.269
 60541   36.83   3.274
 60542   36.80   3.261
 60543   36.77   3.273
 60544   36.74   3.256
 60545   36.71   3.247
 60546   36.68   3.261
 60547   36.65   3.255
 60548   36.61   3.262
 60549   36.60   3.266
 60550   36.57   3.298
 60551   36.55   3.316
 60552   36.52   3.334
 60553   36.49   3.338
 60554   36.47   3.353
 60555   36.44   3.340
 60556   36.42   3.352
 60557   36.39   3.370
 60558   36.36   3.383
 60559   36.34  99.999
 60560   36.30  99.999
 60561   36.27  99.999
 60562   36.24  99.999
 60563   36.21  99.999
 60564   36.18  99.999
 60565   36.15  99.999
 60566   36.11  99.999
 60567   36.08  99.999
 60568   36.04  99.999
 60569   36.02  99.999
 60570   36.00  99.999
 60571   35.97  99.999
 60572   35.95  99.999
 60573   35.92  99.999
 60574   35.90  99.999
 60575   35.87  99.999
 60576   35.85  99.999
 60577   35.82   3.350
 60578   35.79   3.469
 60579   35.77   3.472
 60580   35.74   3.485
 60581   35.72   3.464
 60582   35.69   3.497
 60583   35.67   3.485
 60584   35.64   3.511
 60585   35.62   3.505
 60586   35.59   3.510
 60587   35.56   3.533
 60588   35.54   3.544
 60589   35.51   3.539
 60590   35.48   3.546
 60591   35.45   3.553
 60592   35.42   3.555
 60593   35.40   3.460
 60594   35.37   3.558
 60595   35.34   3.620
 60596   35.31   3.607
 60597   35.28   3.587
 60598   35.25   3.572
 60599   35.23   3.557
 60600   35.20   3.584
 60601   35.18   3.561
 60602   35.16   3.588
 60603   35.13   3.521
 60604   35.11   3.566
 60605   35.08   3.610
 60606   35.06   3.623
 60607   35.04   3.625
 60608   35.00   3.634
 60609   34.99   3.606
 60610   34.96   3.630
 60611   34.94   3.616
 60612   34.91   3.623
 60613   34.89   3.645
 60614   34.87   3.652
 60615   34.84   3.650
 60616   34.82   3.661
 60617   34.79   3.633
 60618   34.77   3.631
 60619   34.74   3.654
 60620   34.72   3.651
 60621   34.69   3.707
 60622   34.66   3.685
 60623   34.64   3.687
 60624   34.61   3.687
 60625   34.58   3.723
 60626   34.56   3.698
 60627   34.53   3.702
 60628   34.50   3.686
 60629   34.48   3.683
 60630   34.46   3.680
 60631   34.44   3.707
 60632   34.42   3.683
 60633   34.40   3.709
 60634   34.38   3.703
 60635   34.36   3.749
 60636   34.34   3.739
 60637   34.32   3.708
 60638   34.29   3.691
 60639   34.27   3.720
 60640   34.25   3.715
 60641   34.23   3.731
 60642   34.21   3.740
 60643   34.19   3.704
 60644   34.17   3.739
 60645   34.15   3.736
 60646   34.13   3.745
 60647   34.11   3.740
 60648   34.09   3.743
 60649   34.06   3.743
 60650   34.02   3.768
 60651   33.99   3.782
 60652   33.96   3.792
 60653   33.93   3.795
 60654   33.90   3.828
 60655   33.86   3.843
 60656   33.83   3.820
 60657   33.80   3.819
 60658   33.77   3.804
 60659   33.74   3.803
 60660   33.71   3.816
 60661   33.68   3.802
 60662   33.65   3.822
 60663   33.63   3.841
 60664   33.60   3.804
 60665   33.57   3.820
 60666   33.54   3.820
 60667   33.51   3.836
 60668   33.47   3.841
 60669   33.46   3.816
 60670   33.43   3.839
 60671   33.40   3.850
 60672   33.37   3.839
 60673   33.34   3.874
 60674   33.32   3.864
 60675   33.29   3.858
 60676   33.26   3.881
 60677   33.23   3.905
 60678   33.20   3.929
 60679   33.17   3.893
 60680   33.13   3.911
 60681   33.10   3.906
 60682   33.06   3.892
 60683   33.03   3.867
 60684   33.00   3.895
 60685   32.96   3.870
 60686   32.93   3.898
 60687   32.89   3.850
 60688   32.86   3.853
 60689   32.84   3.915
 60690   32.81   3.905
 60691   32.79   3.933
 60692   32.77   3.957
 60693   32.74   3.947
 60694   32.72   3.938
 60695   32.69   3.932
 60696   32.67   3.934
 60697   32.65   3.944
 60698   32.61   3.948
 60699   32.59   3.965
 60700   32.56   3.974
 60701   32.53   3.968
 60702   32.50   3.995
 60703   32.47   3.900
 60704   32.44   4.001
 60705   32.40   3.969
 60706   32.37   3.973
 60707   32.34   4.001
 60708   32.31   4.012
 60709   32.28   4.013
 60710   32.26   4.006
 60711   32.23   4.003
 60712   32.20   4.000
 60713   32.18   4.021
 60714   32.15   4.025
 60715   32.13   4.014
 60716   32.10   4.000
 60717   32.07   4.036
 60718   32.04   4.037
 60719   32.02   3.986
 60720   31.99   4.028
 60721   31.96   4.003
 60722   31.93   4.013
 60723   31.90   4.011
 60724   31.88   4.032
 60725   31.85   4.017
 60726   31.82   4.029
 60727   31.79   4.030
 60728   31.76   4.039
 60729   31.73   4.006
 60730   31.69   3.992
 60731   31.66   3.977
 60732   31.62   3.947
 60733   31.59   3.973
 60734   31.56   3.972
 60735   31.52   3.970
 60736   31.49   3.992
 60737   31.45   4.034
 60738   31.42   4.063
 60739   31.39   4.088
 60740   31.37   4.110
 60741   31.35   4.108
 60742   31.32   4.150
 60743   31.30   4.102
 60744   31.27   4.099
 60745   31.25   4.087
 60746   31.23   4.083
 60747   31.20   4.068
 60748   31.18   4.060
 60749   31.15   4.127
 60750   31.11   4.088
 60751   31.08   4.064
 60752   31.05   4.105
 60753   31.02   4.105
 60754   30.99   4.086
 60755   30.96   4.079
 60756   30.93   4.108
 60757   30.89   4.146
 60758   30.86   4.179
 60759   30.83   4.132
 60760   30.80   4.158
 60761   30.78   4.124
 60762   30.75   4.130
 60763   30.72   4.120
 60764   30.69   4.105
 60765   30.66   4.098
 60766   30.63   4.115
 60767   30.60   4.104
 60768   30.57   4.112
 60769   30.55   4.265
 60770   30.52   4.165
 60771   30.49   4.283
 60772   30.46   4.244
 60773   30.44   4.231
 60774   30.41   4.216
 60775   30.38   4.211
 60776   30.35   4.236
 60777   30.32   4.189
 60778   30.29   4.190
 60779   30.27   4.233
 60780   30.24   4.253
 60781   30.22   4.283
 60782   30.19   4.316
 60783   30.16   4.295
 60784   30.13   4.293
 60785   30.11   4.276
 60786   30.08   4.283
 60787   30.05   4.323
 60788   30.03   4.342
 60789   30.00   4.297
 60790   29.98   4.309
 60791   29.96   4.395
 60792   29.93   4.305
 60793   29.91   4.273
 60794   29.89   4.287
 60795   29.87   4.328
 60796   29.84   4.360
 60797   29.82   4.333
 60798   29.79   4.345
 60799   29.78   4.362
 60800   29.75   4.350
 60801   29.73   4.288
 60802   29.71   4.337
 60803   29.69   4.364
 60804   29.67   4.331
 60805   29.64   4.311
 60806   29.62   4.337
 60807   29.60   4.440
 60808   29.57   4.492
 60809   29.55   4.493
 60810   29.53   4.469
 60811   29.50   4.452
 60812   29.47   4.445
 60813   29.45   4.441
 60814   29.42   4.433
 60815   29.39   4.431
 60816   29.37   4.415
 60817   29.34   4.434
 60818   29.31   4.429
 60819   29.29   4.469
 60820   29.27   4.473
 60821   29.24   4.507
 60822   29.21   4.521
 60823   29.19   4.529
 60824   29.17   4.504
 60825   29.14   4.508
 60826   29.11   4.498
 60827   29.09   4.488
 60828   29.05   4.479
 60829   29.04   4.440
 60830   29.02   4.480
 60831   29.00   4.463
 60832   28.97   4.475
 60833   28.95   4.505
 60834   28.93   4.474
 60835   28.90   4.522
 60836   28.88   4.505
 60837   28.86   4.532
 60838   28.82   4.528
 60839   28.81   4.489
 60840   28.78   4.524
 60841   28.76   4.537
 60842   28.73   4.524
 60843   28.71   4.463
 60844   28.68   4.547
 60845   28.66   4.508
 60846   28.63   4.528
 60847   28.61   4.522
 60848   28.57   4.535
 60849   28.56   4.559
 60850   28.54   4.541
 60851   28.51   4.598
 60852   28.49   4.562
 60853   28.47   4.597
 60854   28.44   4.600
 60855   28.42   4.564
 60856   28.40   4.609
 60857   28.37   4.639
 60858   28.35   4.679
 60859   28.33   4.613
 60860   28.31   4.672
 60861   28.30   4.635
 60862   28.28   4.655
 60863   28.26   4.662
 60864   28.24   4.671
 60865   28.22   4.656
 60866   28.21   4.663
 60867   28.19   4.656
 60868   28.17   4.659
 60869   28.14   4.678
 60870   28.11   4.675
 60871   28.08   4.698
 60872   28.06   4.695
 60873   28.03   4.713
 60874   28.00   4.714
 60875   27.97   4.750
 60876   27.94   4.738
 60877   27.92   4.748
 60878   27.88   4.743
 60879   27.86   4.679
 60880   27.84   4.734
 60881   27.81   4.722
 60882   27.79   4.724
 60883   27.77   4.739
 60884   27.74   4.737
 60885   27.72   4.744
 60886   27.69   4.762
 60887   27.67   4.778
 60888   27.63   4.796
 60889   27.62   4.794
 60890   27.60   4.787
 60891   27.58   4.844
 60892   27.56   4.796
 60893   27.54   4.771
 60894   27.52   4.760
 60895   27.49   4.760
 60896   27.47   4.752
 60897   27.45   4.763
 60898   27.43   4.763
 60899   27.40   4.767
 60900   27.38   4.783
 60901   27.35   4.809
 60902   27.32   4.809
 60903   27.29   4.791
 60904   27.27   4.809
 60905   27.24   4.827
 60906   27.21   4.823
 60907   27.19   4.817
 60908   27.15   4.812
 60909   27.14   4.622
 60910   27.11   4.817
 60911   27.09   4.803
 60912   27.07   4.817
 60913   27.04   4.822
 60914   27.02   4.775
 60915   27.00   4.835
 60916   26.98   4.844
 60917   26.95   4.815
 60918   26.93   4.812
 60919   26.91  99.999
 60920   26.90   4.852
 60921   26.88   4.908
 60922   26.86   4.904
 60923   26.85   5.068
 60924   26.83   4.956
 60925   26.81   4.975
 60926   26.80   4.967
 60927   26.78   4.939
 60928   26.76   4.925
 60929   26.74   4.971
 60930   26.72   4.971
 60931   26.69   4.981
 60932   26.67   5.014
 60933   26.64   4.991
 60934   26.62   5.005
 60935   26.59   4.981
 60936   26.57   5.014
 60937   26.54   4.975
 60938   26.52   4.984
 60939   26.50   4.984
 60940   26.48   4.986
 60941   26.46   4.979
 60942   26.44   4.987
 60943   26.42   5.052
 60944   26.40   5.041
 60945   26.38   5.087
 60946   26.36   5.110
 60947   26.34   4.942
 60948   26.31   4.901
 60949   26.30   4.904
 60950   26.29   4.922
 60951   26.27   4.935
 60952   26.25   4.944
 60953   26.23   4.982
 60954   26.22   4.961
 60955   26.20   5.007
 60956   26.18   5.059
 60957   26.16   5.057
 60958   26.14   5.090
 60959   26.12   5.088
 60960   26.10   5.099
 60961   26.08   5.089
 60962   26.06   5.104
 60963   26.04   5.098
 60964   26.02   5.099
 60965   26.00   5.235
 60966   25.98   5.138
 60967   25.96   5.172
 60968   25.93   5.119
 60969   25.92   5.098
 60970   25.90   5.118
 60971   25.89   5.169
 60972   25.87   5.132
 60973   25.85   5.125
 60974   25.84   5.181
 60975   25.82   5.125
 60976   25.80   5.161
 60977   25.79   5.163
 60978   25.77   5.188
 60979   25.75   5.234
 60980   25.73   5.195
 60981   25.71   5.171
 60982   25.69   5.194
 60983   25.67   5.192
 60984   25.65   5.197
 60985   25.63   5.192
 60986   25.61   5.212
 60987   25.58   5.148
 60988   25.55   5.140
 60989   25.55   5.209
 60990   25.53   5.192
 60991   25.51   5.210
 60992   25.49   5.242
 60993   25.47   5.190
 60994   25.46   5.202
 60995   25.44   5.180
 60996   25.42   5.123
 60997   25.40   5.313
 60998   25.37   5.337
 60999   25.36   5.346
 61000   25.33   5.321
 61001   25.31   5.320
 61002   25.28   5.309
 61003   25.26   5.331
 61004   25.23   5.280
 61005   25.21   5.293
 61006   25.18   5.312
 61007   25.16   5.302
 61008   25.12   5.311
 61009   25.12   5.279
 61010   25.10   5.320
 61011   25.08   5.320
 61012   25.07   5.327
 61013   25.05   5.334
 61014   25.04   5.335
 61015   25.02   5.331
 61016   25.00   5.353
 61017   24.99   5.369
 61018   24.96   5.389
 61019   24.95   5.358
 61020   24.94   5.355
 61021   24.92   5.362
 61022   24.90   5.327
 61023   24.89   5.383
 61024   24.87   5.369
 61025   24.85   5.415
 61026   24.84   5.410
 61027   24.82   5.401
 61028   24.79   5.395
 61029   24.78   5.379
 61030   24.75   5.385
 61031   24.73   5.431
 61032   24.70   5.391
 61033   24.68   5.432
 61034   24.65   5.462
 61035   24.63   5.468
 61036   24.60   5.448
 61037   24.58   5.453
 61038   24.54   5.440
 61039   24.54   5.428
 61040   24.52   5.447
 61041   24.51   5.458
 61042   24.49   5.459
 61043   24.48   5.464
 61044   24.46   5.453
 61045   24.45   5.452
 61046   24.43   5.467
 61047   24.42   5.440
 61048   24.39   5.440
 61049   24.38   5.386
 61050   24.36   5.419
 61051   24.34   5.415
 61052   24.32   5.401
 61053   24.30   5.422
 61054   24.28   5.454
 61055   24.25   5.420
 61056   24.23   5.484
 61057   24.21   5.476
 61058   24.19   5.516
 61059   24.17   5.498
 61060   24.14   5.501
 61061   24.12   5.464
 61062   24.10   5.479
 61063   24.07   5.463
 61064   24.05   5.429
 61065   24.03   5.496
 61066   24.00   5.488
 61067   23.98   5.449
 61068   23.95   5.431
 61069   23.94   5.507
 61070   23.93   5.492
 61071   23.91   5.535
 61072   23.90   5.557
 61073   23.88   5.490
 61074   23.86   5.496
 61075   23.85   5.498
 61076   23.83   5.494
 61077   23.82   5.508
 61078   23.79   5.511
 61079   23.78   5.474
 61080   23.76   5.487
 61081   23.74   5.506
 61082   23.72   5.471
 61083   23.70   5.501
 61084   23.68   5.489
 61085   23.66   5.513
 61086   23.64   5.527
 61087   23.62   5.560
 61088   23.60   5.580
 61089   23.58   5.610
 61090   23.56   5.603
 61091   23.54   5.632
 61092   23.52   5.630
 61093   23.50   5.606
 61094   23.48   5.599
 61095   23.46   5.634
 61096   23.45   5.605
 61097   23.43   5.635
 61098   23.40   5.626
 61099   23.39   5.527
 61100   23.37   5.567
 61101   23.35   5.521
 61102   23.34   5.502
 61103   23.32   5.597
 61104   23.30   5.595
 61105   23.28   5.594
 61106   23.27   5.561
 61107   23.25   5.646
 61108   23.22   5.651
 61109   23.21   5.675
 61110   23.19   5.672
 61111   23.17   5.701
 61112   23.15   5.697
 61113   23.13   5.759
 61114   23.11   5.716
 61115   23.09   5.756
 61116   23.07   5.767
 61117   23.05   5.736
 61118   23.03   5.733
 61119   23.02   5.726
 61120   23.00   5.763
 61121   22.99   5.724
 61122   22.97   5.778
 61123   22.96   5.766
 61124   22.94   5.765
 61125   22.93   5.782
 61126   22.91   5.772
 61127   22.90   5.777
 61128   22.87   5.772
 61129   22.87   5.868
 61130   22.85   5.846
 61131   22.83   5.913
 61132   22.81   5.930
 61133   22.80   5.941
 61134   22.78   5.956
 61135   22.76   5.984
 61136   22.74   6.061
 61137   22.73   6.010
 61138   22.70   6.045
 61139   22.69   5.999
 61140   22.68   6.074
 61141   22.67   6.061
 61142   22.66   6.097
 61143   22.64   6.121
 61144   22.63   6.069
 61145   22.62   6.117
 61146   22.60   6.137
 61147   22.59   6.152
 61148   22.57   6.170
 61149   22.56   6.144
 61150   22.54   6.208
 61151   22.53   6.218
 61152   22.51   6.245
 61153   22.50   6.188
 61154   22.48   6.220
 61155   22.46   6.230
 61156   22.45   6.217
 61157   22.43   6.226
 61158   22.42   6.220
 61159   22.40   6.211
 61160   22.38   6.244
 61161   22.36   6.205
 61162   22.34   6.254
 61163   22.32   6.236
 61164   22.31   6.268
 61165   22.29   6.256
 61166   22.27   6.233
 61167   22.25   6.288
 61168   22.22   6.292
 61169   22.22   6.269
 61170   22.20   6.294
 61171   22.19   6.268
 61172   22.17   6.288
 61173   22.15   6.296
 61174   22.14   6.329
 61175   22.12   6.294
 61176   22.10   6.326
 61177   22.09   6.272
 61178   22.06   6.275
 61179   22.06   6.206
 61180   22.04   6.285
 61181   22.03   6.307
 61182   22.02   6.300
 61183   22.01   6.257
 61184   21.99   6.335
 61185   21.98   6.315
 61186   21.97   6.306
 61187   21.95   6.293
 61188   21.94   6.282
 61189   21.93   6.286
 61190   21.91   6.270
 61191   21.90   6.237
 61192   21.89   6.251
 61193   21.88   6.294
 61194   21.86   6.269
 61195   21.85   6.261
 61196   21.84   6.294
 61197   21.83   6.305
 61198   21.80   6.332
 61199   21.80   6.341
 61200   21.78   6.371
 61201   21.76   6.382
 61202   21.75   6.406
 61203   21.73   6.414
 61204   21.71   6.413
 61205   21.70   6.412
 61206   21.68   6.393
 61207   21.67   6.416
 61208   21.64   6.411
 61209   21.63   6.427
 61210   21.61   6.405
 61211   21.59   6.406
 61212   21.57   6.400
 61213   21.56   6.394
 61214   21.54   6.399
 61215   21.52   6.417
 61216   21.50   6.406
 61217   21.48   6.424
 61218   21.45   6.424
 61219   21.45   6.349
 61220   21.43   6.423
 61221   21.42   6.426
 61222   21.41   6.424
 61223   21.39   6.404
 61224   21.38   6.438
 61225   21.36   6.443
 61226   21.35   6.440
 61227   21.33   6.467
 61228   21.31   6.474
 61229   21.30   6.504
 61230   21.29   6.451
 61231   21.27   6.440
 61232   21.26   6.428
 61233   21.24   6.457
 61234   21.22   6.416
 61235   21.21   6.462
 61236   21.19   6.427
 61237   21.18   6.397
 61238   21.15   6.364
 61239   21.14   6.428
 61240   21.13   6.402
 61241   21.11   6.406
 61242   21.09   6.435
 61243   21.07   6.416
 61244   21.05   6.416
 61245   21.04   6.416
 61246   21.02   6.439
 61247   21.00   6.413
 61248   20.97   6.421
 61249   20.95   6.456
 61250   20.93   6.455
 61251   20.90   6.496
 61252   20.87   6.495
 61253   20.85   6.440
 61254   20.82   6.452
 61255   20.79   6.453
 61256   20.77   6.421
 61257   20.74   6.455
 61258   20.70   6.446
 61259   20.70   6.462
 61260   20.69   6.442
 61261   20.67   6.466
 61262   20.66   6.446
 61263   20.65   6.439
 61264   20.64   6.475
 61265   20.62   6.456
 61266   20.61   6.457
 61267   20.60   6.452
 61268   20.57   6.451
 61269   20.57   6.477
 61270   20.55   6.457
 61271   20.53   6.516
 61272   20.51   6.478
 61273   20.49   6.476
 61274   20.47   6.450
 61275   20.46   6.442
 61276   20.44   6.439
 61277   20.42   6.430
 61278   20.39   6.426
 61279   20.38   6.456
 61280   20.36   6.448
 61281   20.34   6.409
 61282   20.32   6.456
 61283   20.30   6.467
 61284   20.28   6.489
 61285   20.26   6.487
 61286   20.24   6.497
 61287   20.21   6.508
 61288   20.19   6.519
 61289   20.17   6.526
 61290   20.15   6.563
 61291   20.13   6.519
 61292   20.11   6.588
 61293   20.09   6.601
 61294   20.07   6.584
 61295   20.05   6.547
 61296   20.03   6.591
 61297   20.01   6.566
 61298   19.98   6.586
 61299   19.97   6.560
 61300   19.95   6.580
 61301   19.93   6.581
 61302   19.91   6.575
 61303   19.89   6.562
 61304   19.88   6.549
 61305   19.86   6.573
 61306   19.84   6.567
 61307   19.82   6.585
 61308   19.79   6.587
 61309   19.78   6.594
 61310   19.76   6.606
 61311   19.74   6.673
 61312   19.73   6.640
